date,traffic,referrer,agent_type,agent_type_plus,destination,requests,median_ttfb,upper95_ttfb,upper99_ttfb,total_ttfb
2017-06-17,internal,none,user,user,SPARQL endpoint,2,0.365079,0.6488508,0.67407496,1.04546
2017-07-25,external,external (search engine),user,user,SPARQL endpoint,2168,0.105805,0.13452579999999997,0.2650383600000049,184.71240899999992
2017-08-17,external,external,spider,bot,homepage,4,0.000652,0.07300299999999998,0.0874582,0.092992
2017-08-22,external,none,user,user,homepage,2204,0.000366,0.08649079999999999,0.09247468000000003,32.12949699999999
2017-10-05,external,external,spider,bot,homepage,5,0.00011899999999999999,0.00044824999999999997,0.00048485,0.001135
2017-10-25,external,unknown,user,user,SPARQL endpoint,34320,0.1003740462585034,0.185051,0.29997340000000156,3354.3550030000015
2017-10-28,external,none,user,user,homepage,1166,0.000392,0.0878083,0.10147443999999989,21.42389799999999
2017-05-05,external,none,spider,bot,homepage,418,0.000653,0.08377319999999996,0.08667668,6.623471999999999
2017-06-20,external,external,spider,bot,SPARQL endpoint,1,1.835244,1.835244,1.835244,1.835244
2017-07-16,external,internal,spider,bot,SPARQL endpoint,1,0.100891,0.100891,0.100891,0.100891
2017-08-29,external,none,user,bot,homepage,5,0.000226,0.0863925,0.08641209999999999,0.173284
2017-09-24,internal,none,user,user,SPARQL endpoint,2,0.651616,1.2641712999999999,1.31862066,1.983849
2017-11-12,internal,none,user,user,SPARQL endpoint,753,0.036395,0.5166135000000003,5.094451100000005,318.362288
2017-04-25,external,internal,user,user,homepage,391,0.0761385,0.12184215,0.12254069,25.638912000000005
2017-06-07,internal,none,spider,bot,SPARQL endpoint,1051529,0.017636674579026162,0.08773625664743524,1.3468045275999976,80842.62476299996
2017-08-12,external,none,spider,bot,homepage,7541,9.8e-05,0.0008939499999999999,0.001821520000000004,3.541728999999999
2017-10-18,external,none,spider,bot,homepage,328,0.000194,0.0017941999999999995,0.06236635999999755,0.49126099999999995
2017-06-15,external,external,user,user,LDF endpoint,1,0.068349,0.068349,0.068349,0.068349
2017-08-08,external,internal,user,user,SPARQL endpoint,30026,0.09939999999999999,0.34904659999999926,5.814970539999928,10034.951217999997
2017-09-14,internal,none,spider,bot,SPARQL endpoint,1139177,0.02068915087426849,0.16905913232470055,1.9821596946913564,127838.1653319999
2017-11-02,internal,none,spider,bot,SPARQL endpoint,1238934,0.019890873336621585,0.16929042679221076,2.140782478749995,160272.19462799997
2017-04-24,external,external,user,user,SPARQL endpoint,3136,0.106984,1.0935639999999962,15.22210719999992,1999.4971059999996
2017-09-01,external,unknown,user,user,SPARQL endpoint,18235,0.10160307407407407,0.18299225,0.43561460000000124,13231.076724999999
2017-09-04,external,none,user,user,homepage,2043,0.0003365,0.08705615,0.09302545999999999,31.899485000000002
2017-09-19,external,unknown,user,user,SPARQL endpoint,19857,0.10088766666666667,0.18433075,0.3956614300000001,2443.8021670000003
2017-09-28,external,external,user,user,homepage,121,0.0003065,0.08868355,0.10338665999999996,2.4522829999999995
2017-10-22,internal,internal,user,user,SPARQL endpoint,1,0.016362,0.016362,0.016362,0.016362
2017-10-31,external,none,spider,bot,LDF endpoint,402915,8.950544830206533e-05,0.12176675637755102,0.21303128437499977,5764.84599000009
2017-10-31,external,unknown,user,user,homepage,3,0.0003155,0.07252614999999997,0.08271402999999998,0.08589200000000001
2017-11-07,external,unknown,user,user,SPARQL endpoint,16178,0.10106533333333334,0.1953294,0.34156311999999983,1938.8368279999997
2017-05-01,external,external (search engine),user,user,SPARQL endpoint,11021,0.15933399999999998,0.20115419999999995,0.3137695599999986,1763.2703949999996
2017-05-19,external,external (search engine),user,user,SPARQL endpoint,4728,0.120042,0.16851379999999996,0.25718856000000007,551.4142229999999
2017-07-22,external,internal,spider,bot,homepage,11,0.000754,0.13113294999999994,0.16255379000000003,0.4512280000000001
2017-07-31,external,external,user,user,SPARQL endpoint,3968,0.106218,0.9106877999999992,7.18636568000005,1565.388286
2017-08-27,external,internal,user,user,SPARQL endpoint,25756,0.09989312653061223,0.5072111999999952,10.024040839999698,16816.569972999998
2017-07-14,external,none,user,bot,SPARQL endpoint,24630,0.0426005,0.2659225,2.4045855,6004.204991000002
2017-07-18,internal,none,user,user,SPARQL endpoint,2,0.368294,0.4370594,0.44317187999999996,0.812994
2017-08-26,external,external (search engine),user,user,SPARQL endpoint,1873,0.1072575,0.14607054999999988,0.2955016799999998,185.61691000000002
2017-09-18,external,external,spider,bot,homepage,16,0.000285,0.08535,0.0853724,0.260393
2017-10-14,external,external (search engine),user,user,SPARQL endpoint,2185,0.108953,0.30429475,1.27541725,316.1659099999999
2017-11-06,external,external,spider,bot,homepage,5,0.000362,0.00081825,0.00083325,0.002416
2017-07-21,external,external,spider,bot,SPARQL endpoint,47,0.0007830000000000001,0.1045757,0.10893177000000001,2.208723
2017-08-17,external,internal,spider,bot,SPARQL endpoint,57861,0.000108,0.00087,0.00097,22.45492099999997
2017-09-20,internal,none,spider,bot,homepage,2,0.00085,0.0050782,0.00545404,0.006398
2017-04-27,external,none,spider,bot,SPARQL endpoint,1509686,0.030835304892795318,0.14497420306841777,0.41623223309523355,110998.16246100035
2017-04-30,external,external,user,user,homepage,144,0.001008,0.1216984,0.121888,7.6555620000000015
2017-05-26,external,internal,user,user,homepage,423,0.085589,0.088186,0.16505558999999964,25.755443999999994
2017-07-08,internal,none,spider,bot,SPARQL endpoint,1057013,0.020144749523926357,0.12096982441457121,1.4714117887499996,95785.77154799998
2017-11-13,external,none,spider,bot,LDF endpoint,404179,9.120867464031154e-05,0.10860160154320984,0.21289566800000065,5411.106623000079
2017-09-09,external,internal,user,user,SPARQL endpoint,27738,0.10222649015089162,1.493895399999996,10.620866879999946,16540.449919000013
2017-10-21,external,internal,user,user,homepage,458,0.000754,0.0898078,0.10529106,11.251208000000002
2017-05-01,external,none,user,user,SPARQL endpoint,16229,0.10595816666666666,0.33890069999999983,1.1430092699999999,2909.812607000001
2017-05-16,external,internal,spider,bot,homepage,18,0.086169,0.0865039,0.08663278,1.37014
2017-05-25,external,external,user,user,SPARQL endpoint,4694,0.110914,0.49262160000000005,5.301865360000056,1613.1270820000004
2017-05-08,external,none,user,bot,SPARQL endpoint,85761,0.018135539986347406,0.12546404999999997,0.23077176999999993,5313.628939000001
2017-08-23,external,internal,spider,bot,homepage,4,0.000208,0.07582599999999999,0.0909348,0.095408
2017-09-28,external,internal,user,user,SPARQL endpoint,35823,0.10031534706323887,0.9774343999999981,9.801484529999861,18035.236542
2017-10-11,external,internal,spider,bot,homepage,7,0.0004890000000000001,0.11013894999999992,0.15723018999999994,0.171977
2017-10-20,external,external,user,user,SPARQL endpoint,15217,0.000582,2.143528999999997,15.312513689999998,9274.493446000002
2017-10-29,external,internal,spider,bot,homepage,6,0.000111,0.06361639999999993,0.08516167999999996,0.092173
2017-08-15,external,none,user,bot,SPARQL endpoint,50466,0.12714186617369064,9.796455099999998,19.09041457999991,69215.37200700001
2017-09-27,external,external (search engine),user,user,SPARQL endpoint,1965,0.0571015,0.295523,0.4745276999999996,200.46157000000002
2017-10-03,external,none,user,bot,SPARQL endpoint,306194,0.01869547453912066,0.14246057040816323,0.35372673333333327,19095.733419999986
2017-07-01,external,none,spider,bot,LDF endpoint,382483,8.350883115500746e-05,0.10002618392857134,0.15308841776785703,4821.943034000004
2017-07-01,external,unknown,user,user,homepage,21,0.086351,0.0921033,0.09442328,1.7512850000000002
2017-07-19,external,none,spider,bot,LDF endpoint,379905,7.974679489626711e-05,0.09394883163265307,0.15787764158163273,4601.847515000093
2017-08-22,external,external,spider,bot,SPARQL endpoint,2,0.00093,0.015249899999999997,0.016522779999999997,0.017771
2017-09-18,external,internal,spider,bot,SPARQL endpoint,41,0.018539,0.055174549999999996,0.08144027000000001,0.750109
2017-10-10,external,external,spider,bot,SPARQL endpoint,28,0.324174,17.36338499999999,24.43973947999999,84.55703899999999
2017-10-28,external,external,spider,bot,SPARQL endpoint,8,0.168658,6.346016399999996,9.443072079999999,12.001656
2017-04-25,external,unknown,user,user,LDF endpoint,302,0.039631,0.17594269999999979,0.20656518000000004,17.239047000000003
2017-05-28,external,none,spider,bot,SPARQL endpoint,6311679,0.021479137787541205,0.18623589871558763,0.37495636685722955,575597.5623750148
2017-05-31,external,external,user,user,homepage,108,0.075278,0.0872988,0.09126975999999999,4.8451070000000005
2017-06-07,external,external,user,user,SPARQL endpoint,2076,0.123611,1.8525589999999998,20.452450559999825,1944.5468489999998
2017-06-27,external,internal,user,user,homepage,420,0.085794,0.094321,0.1695508,26.110098999999998
2017-08-09,internal,none,spider,bot,SPARQL endpoint,1073736,0.018662494125723458,0.08630235183371125,0.36706677124999804,77998.89592599988
2017-04-30,external,internal,user,user,SPARQL endpoint,20243,0.13467240220385673,0.3379704499999999,6.690477069999995,6292.2091279999995
2017-06-26,external,external (search engine),user,user,homepage,71,0.00248,0.0879308,0.09972551000000003,3.0113410000000003
2017-07-29,internal,internal,user,user,SPARQL endpoint,1,0.021292,0.021292,0.021292,0.021292
2017-08-17,external,external,user,user,LDF endpoint,2,0.098187,0.18382199999999999,0.191434,0.291524
2017-10-05,external,external,user,user,LDF endpoint,2,0.830568,1.043679,1.0626222,1.897926
2017-10-23,external,none,spider,bot,SPARQL endpoint,636698,0.08478313718060577,0.5602594695561743,8.023251487604169,248236.88607200145
2017-11-02,external,external,user,user,SPARQL endpoint,11263,0.124931,2.1118521000000006,12.88215169000008,7716.742211999998
2017-05-05,external,none,user,user,LDF endpoint,13988,0.084944,0.0888268,0.168966,807.1254090000002
2017-06-02,external,none,user,user,SPARQL endpoint,20218,0.10614175,0.3525868999999997,1.1006412999999995,3712.955255
2017-06-17,external,internal,spider,bot,homepage,25,0.038368,0.08635075,0.08637725,1.086152
2017-06-26,external,external,user,user,SPARQL endpoint,10415,0.1005295,0.37038625000000003,3.06453795000001,2578.150276
2017-06-09,external,none,user,bot,SPARQL endpoint,473356,0.09074454039467728,0.1470181999999993,0.28526267000000005,47816.13036199997
2017-09-24,external,internal,spider,bot,homepage,12,0.000112,0.0006591999999999999,0.0007158399999999998,0.00293
2017-10-18,external,none,user,user,LDF endpoint,1,0.875394,0.875394,0.875394,0.875394
2017-11-12,external,internal,spider,bot,homepage,16,0.086296,0.09058279999999999,0.09213415999999999,0.8797549999999998
2017-07-09,external,internal,user,user,homepage,263,0.085371,0.09218275000000001,0.13883495000000023,13.975140999999997
2017-09-16,external,none,user,bot,SPARQL endpoint,833832,0.10171013476698439,0.24800633363960023,1.55939835999993,149304.75970800009
2017-11-04,external,none,user,bot,SPARQL endpoint,208059,0.00020634731821956342,0.09989184775022955,0.2687571200000001,9286.299342000213
2017-08-02,external,none,spider,bot,LDF endpoint,379307,8.603139563762802e-05,0.0986089262499999,0.2020968666666666,5137.236753000051
2017-08-02,external,unknown,user,user,homepage,31,0.0008669999999999999,0.0881886,0.08974966000000001,1.216396
2017-09-23,external,external,spider,bot,SPARQL endpoint,4,0.000151,0.4192423999999999,0.50295248,0.5248250000000001
2017-10-08,external,none,spider,bot,LDF endpoint,411851,8.215154752662238e-05,0.08928210661157013,0.17966228687499988,4215.818361999953
2017-10-08,external,unknown,user,user,homepage,26,0.00073,0.0876634,0.08839762,0.6159109999999999
2017-11-05,external,none,spider,bot,SPARQL endpoint,827574,0.00011479001826217255,0.3125419355574706,6.9272141075,215447.33115500183
2017-11-11,external,external,spider,bot,SPARQL endpoint,5,0.09664900000000001,0.3784035,0.41891350000000005,0.8495010000000001
2017-06-29,external,none,spider,bot,SPARQL endpoint,1089563,0.10013415144207204,0.4441977241007374,2.7810285764062295,261031.24232900215
2017-07-08,external,external,user,user,SPARQL endpoint,2689,0.1127205,0.6313771499999998,7.425873470000074,1257.0765499999998
2017-07-28,external,internal,user,user,homepage,349,0.0018065,0.08944600000000001,0.10250507999999998,14.291854
2017-05-31,external,internal,user,user,SPARQL endpoint,25972,0.09964148135116116,0.7086441999999965,11.317472999999984,12908.740987000005
2017-06-15,external,none,user,bot,homepage,3,0.0427655,0.08589145,0.08596068999999999,0.17150900000000002
2017-07-27,external,external (search engine),user,user,homepage,89,0.001158,0.08924575,0.11582963999999989,3.293072000000001
2017-09-18,external,external,user,user,LDF endpoint,1,0.430692,0.430692,0.430692,0.430692
2017-05-30,external,external (search engine),user,user,SPARQL endpoint,3314,0.105999,0.1647704999999999,0.2858845000000002,324.5146469999999
2017-06-22,external,external,spider,bot,homepage,9,0.0008010000000000001,0.08103124999999999,0.08498945,0.195682
2017-07-03,external,none,user,user,SPARQL endpoint,23837,0.0932655,0.5005541499999999,2.076790950000002,5765.058437
2017-07-18,external,internal,spider,bot,homepage,6,0.000939,0.0912051,0.09170982,0.18796
2017-11-10,external,none,user,bot,homepage,21,0.0004545,0.0872792,0.08990983999999999,0.3580079999999999
2017-04-29,internal,none,user,bot,SPARQL endpoint,814,0.03158,0.5460895999999993,10.796615980000007,349.6300189999999
2017-05-21,external,internal,spider,bot,SPARQL endpoint,18,1.592916,1.9864406999999926,4.473044940000001,28.512356999999998
2017-04-26,external,external,user,user,homepage,126,0.000899,0.12166439999999999,0.12267874,6.173044999999999
2017-06-13,external,internal,user,user,SPARQL endpoint,27087,0.09985599027777776,0.8106030999999905,12.4594490100003,14198.504501000003
2017-09-03,external,none,spider,bot,LDF endpoint,408783,8.611014990947198e-05,0.09316968966666654,0.18301898559999996,4434.010006000021
2017-09-03,external,unknown,user,user,homepage,7,0.000212,0.08524825,0.08533365,0.17188799999999999
2017-11-09,external,none,spider,bot,LDF endpoint,419040,8.65813363402293e-05,0.09050266272189349,0.18243098437499988,4513.779821000099
2017-11-09,external,unknown,user,user,homepage,25,0.000461,0.087218,0.09378525,0.6252949999999999
2017-05-04,internal,none,user,user,SPARQL endpoint,2,0.25206,0.2681835,0.26961670000000004,0.522035
2017-07-24,external,unknown,user,user,SPARQL endpoint,29150,0.10097769999999998,0.1262685,0.218951,3251.9965729999994
2017-08-09,external,external,user,user,SPARQL endpoint,2903,0.105661,0.5138139999999997,7.131664809999989,1033.8063459999998
2017-08-23,external,internal,user,user,LDF endpoint,1,0.173441,0.173441,0.173441,0.173441
2017-08-29,external,internal,user,user,homepage,444,0.000741,0.0891048,0.16973412,13.210164999999998
2017-10-11,external,internal,user,user,LDF endpoint,6,0.201021,0.2190483,0.22020726,1.013593
2017-10-29,external,internal,user,user,LDF endpoint,1,0.740047,0.740047,0.740047,0.740047
2017-07-16,external,none,user,bot,homepage,4,0.086368,0.0913086,0.09192172,0.35211899999999996
2017-08-10,external,external (search engine),user,user,homepage,68,0.000811,0.0879932,0.08949756,1.080288
2017-08-28,external,external (search engine),user,user,homepage,53,0.000731,0.09031279999999998,0.21818718999999975,1.6426839999999998
2017-10-16,external,external (search engine),user,user,homepage,155,0.00029,0.08602225,0.09420614999999992,2.2628960000000005
2017-05-23,internal,none,user,user,SPARQL endpoint,2,0.249699,0.3114795,0.3169711,0.5680430000000001
2017-07-23,external,external,spider,bot,homepage,2,0.00067,0.0007735,0.0007827,0.0014550000000000001
2017-08-04,external,none,user,user,SPARQL endpoint,617982,9.999521463239891e-05,0.08566766317013721,0.08758349006802724,22237.978145998535
2017-08-19,external,internal,spider,bot,homepage,5,0.0006585,0.1029355,0.1075807,0.19568
2017-10-06,internal,none,user,bot,SPARQL endpoint,335780,0.015619589269206922,0.0320405867768595,0.09892770000000009,6850.703184000069
2017-04-23,external,none,spider,bot,LDF endpoint,363555,0.037079260125954354,0.16794998958333332,0.20518601250000007,15467.287574000027
2017-04-29,external,none,spider,bot,homepage,356,0.000499,0.120932,0.1484244,9.166885000000002
2017-05-08,external,external,user,user,homepage,133,0.0021335,0.08650645,0.08717464999999999,5.427395999999999
2017-08-30,internal,none,user,user,SPARQL endpoint,2,0.659939,0.7935998,0.80548076,1.46839
2017-05-13,internal,none,spider,bot,SPARQL endpoint,1062400,0.017249712210722943,0.08463965052483964,1.3175523333333332,79404.23060900006
2017-10-03,external,external,user,user,homepage,136,0.000685,0.08830419999999999,0.1071699999999999,3.5831809999999997
2017-10-25,internal,none,user,bot,SPARQL endpoint,90614,0.016049650320619745,0.04201359444444445,0.21648004,2693.8505829999995
2017-05-03,external,none,user,user,homepage,635,0.037445,0.12260225,0.12324394999999999,34.3124
2017-05-18,external,unknown,user,user,SPARQL endpoint,15819,0.10107474999999999,0.1835242,0.3102172799999997,1809.2561180000007
2017-05-27,external,external,user,user,homepage,83,0.002219,0.08685935,0.08778860000000001,3.3802889999999994
2017-06-17,external,internal,user,user,LDF endpoint,9,0.1321545,0.3458985499999998,0.41079251000000006,1.6716689999999998
2017-07-14,external,internal,user,user,SPARQL endpoint,26491,0.1009509905057064,0.5471313499999999,10.334022180000002,11595.170534
2017-08-20,internal,none,spider,bot,SPARQL endpoint,1139320,0.020402420998525534,0.18313034621052143,2.0422805466666696,126653.10316999983
2017-10-26,internal,none,spider,bot,SPARQL endpoint,1323807,0.019076521514879614,0.10479530842571069,1.6550247412469108,124269.72846399999
2017-06-05,internal,none,user,user,SPARQL endpoint,2,0.535499,0.6139736,0.62094912,1.158192
2017-08-10,external,none,user,user,homepage,2162,0.000456,0.0863236,0.09038570000000003,29.518728000000003
2017-08-25,external,unknown,user,user,SPARQL endpoint,18323,0.1018391224489796,0.18436144999999998,0.37534255000000055,4724.786823
2017-10-13,external,unknown,user,user,SPARQL endpoint,25450,0.101417125,0.187253,0.3201325,3135.7737
2017-10-16,external,none,user,user,homepage,1326,0.000276,0.0871437,0.09768012,17.478637
2017-10-22,external,external,user,user,homepage,87,0.0006695,0.08955504999999996,0.10075922999999998,2.0623650000000002
2017-11-12,external,internal,user,user,LDF endpoint,9,0.137267,0.23665784999999995,0.25190997,1.4622780000000002
2017-04-25,external,external (search engine),user,user,SPARQL endpoint,13093,0.163452,0.22317124999999968,0.37848867999999947,2114.7932180000003
2017-05-17,external,external,spider,bot,homepage,3,0.00031,0.0007125999999999999,0.0007385199999999999,0.001365
2017-07-04,external,internal,spider,bot,SPARQL endpoint,2,0.090855,0.1254051,0.12847622,0.220099
2017-08-17,external,none,user,bot,homepage,11,0.0007385,0.0867537,0.08689714,0.434242
2017-09-12,internal,none,user,user,SPARQL endpoint,2,0.786848,1.4561617999999998,1.51565636,2.3173779999999997
2017-09-29,external,external (search engine),user,user,homepage,71,0.000321,0.08625095,0.08939680000000003,0.7600610000000001
2017-10-05,external,none,user,bot,homepage,3,0.00010449999999999999,0.07315954999999998,0.08347270999999998,0.08626
2017-06-20,external,none,user,bot,SPARQL endpoint,86210,0.016436961538461532,0.141599,0.7795628999999912,9366.273032999865
2017-08-24,external,external,spider,bot,homepage,21,0.00027800000000000004,0.08513659999999999,0.08612987,0.263533
2017-09-01,internal,none,user,bot,SPARQL endpoint,427420,0.015907359405066365,0.03374614583333334,0.16238464999999977,23178.845025000104
2017-09-19,internal,none,user,bot,SPARQL endpoint,986357,0.015709548463010405,0.0391308968529238,0.16989289999999804,20628.79798
2017-10-06,external,none,spider,bot,homepage,228,0.000468,0.08616560000000001,0.08756024,1.7734390000000002
2017-10-12,external,external,spider,bot,homepage,7,0.000215,0.05572989999999995,0.07932437999999997,0.08712
2017-11-07,internal,none,user,bot,SPARQL endpoint,574361,0.015966742294785896,0.04000274519564634,0.19367977500000033,11807.071559999877
2017-05-24,external,none,spider,bot,LDF endpoint,217315,8.661917637240143e-05,0.09893368749999999,0.15256908333333338,2944.4847799999784
2017-06-09,external,external,user,user,homepage,80,0.085056,0.088951,0.09183,4.665801
2017-09-02,internal,none,spider,bot,SPARQL endpoint,1125082,0.0197985859720993,0.09828765537262829,1.3552855719999706,101058.36782499996
2017-05-08,external,internal,user,user,SPARQL endpoint,23173,0.10004070000000001,0.44055724999999746,6.81230153000002,8906.578510000001
2017-08-31,external,none,spider,bot,LDF endpoint,407381,8.621363478040602e-05,0.08871222217630842,0.18392138583333334,4216.272268000008
2017-09-16,external,external,user,user,homepage,119,0.0006265,0.08646455,0.08751396,1.6059870000000003
2017-10-25,external,none,spider,bot,homepage,272,0.000456,0.08346379999999995,0.08772927999999997,1.8135960000000004
2017-11-04,external,external,user,user,homepage,110,0.000671,0.08858350000000001,0.10217680000000001,2.767416
2017-06-04,external,none,user,user,homepage,446,0.075833,0.08803839999999999,0.09216976000000002,20.776808000000003
2017-06-19,external,unknown,user,user,SPARQL endpoint,14789,0.10007049999999999,2.05640885,2.638544560000001,5130.990430000003
2017-06-22,external,external,user,user,LDF endpoint,1,0.475202,0.475202,0.475202,0.475202
2017-07-18,external,internal,user,user,LDF endpoint,3,0.140188,0.1876176,0.19174752,0.473156
2017-08-15,external,internal,user,user,SPARQL endpoint,22404,0.09886799999999998,0.5279723999999996,12.640630879999993,10481.177040000004
2017-09-21,internal,none,spider,bot,SPARQL endpoint,1213006,0.020443263697927733,0.11207790671086451,0.9737818599999822,103499.66310699972
2017-10-03,external,internal,user,user,SPARQL endpoint,31215,0.10055051515151517,1.0067265,9.7997050499999,14603.832314999998
2017-04-22,external,internal,spider,bot,homepage,2,0.000821,0.10987309999999999,0.11956662,0.122811
2017-04-25,external,none,user,user,SPARQL endpoint,18775,0.10600433418367346,0.41268175,1.051083,3076.084971
2017-07-06,internal,none,user,user,SPARQL endpoint,2,0.510252,0.5199981,0.52086442,1.031333
2017-09-06,external,external,spider,bot,homepage,5,0.0001875,0.06604475,0.08351455000000002,0.08887500000000001
2017-09-11,external,none,user,user,homepage,1981,0.0005175,0.0871139,0.09541531000000007,33.13381900000001
2017-09-26,external,unknown,user,user,SPARQL endpoint,22526,0.10146488000000001,0.1988098,0.48408710000000327,3069.3480219999997
2017-09-29,external,none,user,user,homepage,2141,0.0004775,0.08702744999999999,0.10495093000000007,31.551934
2017-11-14,external,unknown,user,user,SPARQL endpoint,9686,0.101412,0.19793559999999996,0.4318163399999987,1334.3646069999998
2017-05-26,external,external (search engine),user,user,SPARQL endpoint,3113,0.1086425,0.16442294999999998,0.2674520299999996,332.853259
2017-09-18,external,none,user,bot,homepage,5,0.00019050000000000002,0.000587,0.0006094,0.001594
2017-11-06,external,none,user,bot,homepage,33,0.000138,0.08525215,0.08738217000000001,0.445276
2017-05-14,external,internal,user,user,homepage,303,0.07594200000000001,0.08666404999999999,0.08860747999999996,14.901854000000002
2017-07-21,external,none,user,bot,SPARQL endpoint,28336,0.01771169135802469,0.2528051999999992,3.434358559999997,6700.870999
2017-09-01,external,none,spider,bot,homepage,225,0.000504,0.08509525,0.08903675,1.3520450000000002
2017-09-19,external,none,spider,bot,homepage,2484,9.3e-05,0.00025619999999999755,0.002306679999999957,1.9448770000000009
2017-09-25,external,external,spider,bot,homepage,2,0.000693,0.08176589999999999,0.08897237999999999,0.09146699999999999
2017-10-21,external,external (search engine),user,user,SPARQL endpoint,2212,0.10684,0.2968186,0.4035678000000006,312.14472400000005
2017-11-07,external,none,spider,bot,homepage,400,0.000572,0.091125,0.10068,7.9434190000000005
2017-06-25,external,none,spider,bot,LDF endpoint,395280,8.41495798622959e-05,0.08403462962962964,0.13952810937500004,3629.4784449999565
2017-06-25,external,unknown,user,user,homepage,7,0.00044549999999999993,0.08816,0.0884344,0.263871
2017-05-04,external,internal,spider,bot,homepage,8,0.00074,0.085283,0.0853406,0.322228
2017-05-13,external,external,user,user,SPARQL endpoint,2338,0.119761,1.6181412999999993,6.932651659999994,1004.5590239999999
2017-06-09,external,internal,user,user,SPARQL endpoint,26055,0.09972971616735538,0.44499,10.426163200000035,11396.514240999997
2017-08-10,external,internal,user,bot,homepage,1,0.000533,0.000533,0.000533,0.000533
2017-05-02,external,external,user,bot,SPARQL endpoint,1,0.145473,0.145473,0.145473,0.145473
2017-06-08,external,external (search engine),user,user,SPARQL endpoint,3047,0.10648,0.15979320000000008,0.32334553000000127,302.17814999999996
2017-07-05,external,none,user,user,homepage,544,0.002786,0.08916819999999999,0.14063683999999643,24.022266000000005
2017-08-19,external,internal,user,user,LDF endpoint,2,0.033872,0.0805919,0.08474477999999999,0.119655
2017-08-20,external,external,user,user,SPARQL endpoint,2428,0.143807,1.6053787999999984,16.76753491999998,1952.707559
2017-09-16,external,internal,user,user,SPARQL endpoint,26381,0.10080373685185187,1.2094740999999962,8.175998929999976,13527.905617000002
2017-11-04,external,internal,user,user,SPARQL endpoint,35172,0.1021424780023781,1.1675392000000007,8.54024283999995,15824.751408000013
2017-05-03,external,external,spider,bot,SPARQL endpoint,5,0.128209,0.1718565,0.1805753,0.579187
2017-05-23,external,internal,spider,bot,homepage,13,0.0007425,0.08559409999999999,0.08640842,0.41283899999999996
2017-05-26,external,none,user,user,SPARQL endpoint,20019,0.10602046875,0.4793088499999999,1.2320056700000035,4010.5122130000013
2017-08-07,internal,none,user,user,SPARQL endpoint,2,0.312268,0.3830935,0.3893891,0.7032309999999999
2017-11-03,external,external (search engine),user,user,SPARQL endpoint,2116,0.108221,0.2965468,0.4232890800000002,268.07948400000004
2017-05-15,external,none,user,bot,SPARQL endpoint,101283,0.018478600492374875,0.1450047,0.4615804499999988,9535.98640999999
2017-06-27,external,external (search engine),user,user,SPARQL endpoint,1353,0.10495199999999999,0.16851034999999998,0.26249748,111.95362
2017-08-10,external,external,spider,bot,SPARQL endpoint,5,0.105355,1.62011,1.9914628000000003,2.522636
2017-08-30,external,internal,spider,bot,homepage,8,0.000587,0.10156599999999999,0.108878,0.20112700000000003
2017-09-06,external,internal,spider,bot,SPARQL endpoint,68,0.015178,0.09624359999999993,0.1456415199999999,1.7210579999999998
2017-10-21,external,none,user,user,SPARQL endpoint,7228987,0.11315223829471137,0.2292017568336914,0.33226137850661114,689403.7362169542
2017-05-16,external,none,spider,bot,SPARQL endpoint,3249733,0.06078336711312305,0.22208650274913977,0.5397601899598439,571719.5322100035
2017-06-15,external,internal,user,user,homepage,406,0.085223,0.08761,0.1470992399999999,23.331612000000003
2017-08-22,external,none,user,bot,SPARQL endpoint,124288,0.10532060239806544,0.4122697999999984,12.444672399999918,65872.45803300002
2017-10-10,external,none,user,bot,SPARQL endpoint,119324,0.035350956916099775,0.16192597777777765,0.39236895999999977,16030.951989999983
2017-10-28,external,none,user,bot,SPARQL endpoint,210466,0.10065969642017758,0.14854939999999983,0.33699061999999985,25287.735653999986
2017-07-26,external,none,spider,bot,LDF endpoint,300756,8.051792420996143e-05,0.13829856000000013,0.25571856000000015,6326.608075000162
2017-07-26,external,unknown,user,user,homepage,1,0.001084,0.001084,0.001084,0.001084
2017-08-23,external,none,spider,bot,SPARQL endpoint,908223,0.10013965674141495,0.3370755285258752,0.6713704210000006,137616.54316800123
2017-09-22,external,internal,user,user,homepage,496,0.000748,0.08999019999999999,0.10939404000000003,13.490307000000001
2017-10-11,external,none,spider,bot,SPARQL endpoint,480954,0.04827776654860293,0.38836749192625547,5.5613945800000275,96213.05371900027
2017-11-10,external,internal,user,user,homepage,490,0.000476,0.0884095,0.09593320000000001,9.053271999999998
2017-06-05,external,internal,spider,bot,homepage,14,0.000875,0.0865862,0.08745084,0.520359
2017-06-14,external,external,user,user,SPARQL endpoint,3715,0.10362650000000001,0.60945325,5.810809649999986,1352.9927890000001
2017-09-24,external,external (search engine),spider,bot,SPARQL endpoint,7,6.939612,8.822855599999999,9.24882072,51.043832
2017-05-21,external,none,user,bot,homepage,4,0.07603,0.0864108,0.08650056,0.249232
2017-07-09,external,external (search engine),user,user,SPARQL endpoint,992,0.104714,0.14988459999999995,0.27609636000000043,83.114765
2017-08-24,external,external,user,user,LDF endpoint,645,0.07817550000000001,0.14308925,0.3682037499999978,55.82060199999999
2017-09-12,external,internal,spider,bot,homepage,7,0.0003915,0.00150045,0.00162729,0.004651000000000001
2017-09-21,external,external,user,user,SPARQL endpoint,27569,0.091227,2.0741971999999995,8.372846880000013,14673.105151999973
