ts,traffic,destination,median,percentile99,maximum
2017-10-07T06:00:00Z,external,/bigdata/ldf,9,142,154
2017-10-07T06:00:00Z,external,/sparql,9,29,57
2017-10-07T06:00:00Z,internal,/sparql,17,43,50
2017-10-07T07:00:00Z,external,/bigdata/ldf,9,132,141
2017-10-07T07:00:00Z,external,/sparql,8,29,46
2017-10-07T07:00:00Z,internal,/sparql,17,42,48
2017-10-07T08:00:00Z,external,/bigdata/ldf,17,152,156
2017-10-07T08:00:00Z,external,/sparql,8,75,185
2017-10-07T08:00:00Z,internal,/sparql,18,47,62
2017-10-07T09:00:00Z,external,/bigdata/ldf,16,143,144
2017-10-07T09:00:00Z,external,/sparql,6,28,67
2017-10-07T09:00:00Z,internal,/sparql,19,52,64
2017-10-07T10:00:00Z,external,/bigdata/ldf,23,126,130
2017-10-07T10:00:00Z,external,/sparql,5,25,43
2017-10-07T10:00:00Z,internal,/sparql,20,51,60
2017-10-07T11:00:00Z,external,/bigdata/ldf,12,135,141
2017-10-07T11:00:00Z,external,/sparql,13,53,96
2017-10-07T11:00:00Z,internal,/sparql,16,44,52
2017-10-07T12:00:00Z,external,/bigdata/ldf,20,134,136
2017-10-07T12:00:00Z,external,/sparql,14,48,73
2017-10-07T12:00:00Z,internal,/sparql,23,60,80
2017-10-07T13:00:00Z,external,/bigdata/ldf,18,142,144
2017-10-07T13:00:00Z,external,/sparql,10,35,60
2017-10-07T13:00:00Z,internal,/sparql,17,41,54
2017-10-07T14:00:00Z,external,/bigdata/ldf,14,143,144
2017-10-07T14:00:00Z,external,/sparql,10,39,80
2017-10-07T14:00:00Z,internal,/sparql,19,43,54
2017-10-07T15:00:00Z,external,/bigdata/ldf,13,143,147
2017-10-07T15:00:00Z,external,/sparql,11,42,98
2017-10-07T15:00:00Z,internal,/sparql,20,51,60
2017-10-07T16:00:00Z,external,/bigdata/ldf,13,133,138
2017-10-07T16:00:00Z,external,/sparql,10,40,78
2017-10-07T16:00:00Z,internal,/sparql,20,47,54
2017-10-07T17:00:00Z,external,/bigdata/ldf,19,135,140
2017-10-07T17:00:00Z,external,/sparql,9,43,81
2017-10-07T17:00:00Z,internal,/sparql,16,43,52
2017-10-07T18:00:00Z,external,/bigdata/ldf,14,143,144
2017-10-07T18:00:00Z,external,/sparql,6,32,61
2017-10-07T18:00:00Z,internal,/sparql,15,43,48
2017-10-07T19:00:00Z,external,/bigdata/ldf,11,148,149
2017-10-07T19:00:00Z,external,/sparql,6,32,70
2017-10-07T19:00:00Z,internal,/sparql,15,38,45
2017-10-07T20:00:00Z,external,/sparql,7,42,84
2017-10-07T20:00:00Z,internal,/bigdata/ldf,10,148,148
2017-10-07T20:00:00Z,internal,/sparql,15,40,48
2017-10-07T21:00:00Z,external,/bigdata/ldf,10,145,146
2017-10-07T21:00:00Z,external,/sparql,6,38,71
2017-10-07T21:00:00Z,internal,/sparql,16,41,51
2017-10-07T22:00:00Z,external,/bigdata/ldf,16,148,150
2017-10-07T22:00:00Z,external,/sparql,6,35,70
2017-10-07T22:00:00Z,internal,/sparql,16,44,52
2017-10-07T23:00:00Z,external,/bigdata/ldf,18,138,139
2017-10-07T23:00:00Z,external,/sparql,5,32,81
2017-10-07T23:00:00Z,internal,/sparql,17,42,53
2017-10-08T00:00:00Z,external,/bigdata/ldf,13,141,142
2017-10-08T00:00:00Z,external,/sparql,6,28,51
2017-10-08T00:00:00Z,internal,/sparql,18,53,65
2017-10-08T01:00:00Z,external,/bigdata/ldf,12,133,135
2017-10-08T01:00:00Z,external,/sparql,6,26,61
2017-10-08T01:00:00Z,internal,/sparql,16,45,54
2017-10-08T02:00:00Z,external,/bigdata/ldf,15,150,152
2017-10-08T02:00:00Z,external,/sparql,5,29,85
2017-10-08T02:00:00Z,internal,/sparql,18,51,62
2017-10-08T03:00:00Z,external,/bigdata/ldf,7,140,145
2017-10-08T03:00:00Z,external,/sparql,5,22,65
2017-10-08T03:00:00Z,internal,/sparql,21,52,65
2017-10-08T04:00:00Z,external,/bigdata/ldf,16,142,143
2017-10-08T04:00:00Z,external,/sparql,6,24,63
2017-10-08T04:00:00Z,internal,/sparql,29,67,80
2017-10-08T05:00:00Z,external,/bigdata/ldf,14,139,141
2017-10-08T05:00:00Z,external,/sparql,6,31,76
2017-10-08T05:00:00Z,internal,/sparql,22,53,65
2017-10-08T06:00:00Z,external,/bigdata/ldf,11,137,139
2017-10-08T06:00:00Z,external,/sparql,8,32,60
2017-10-08T06:00:00Z,internal,/sparql,20,45,52
2017-10-08T07:00:00Z,external,/sparql,6,25,61
2017-10-08T07:00:00Z,internal,/bigdata/ldf,15,146,147
2017-10-08T07:00:00Z,internal,/sparql,21,44,57
2017-10-08T08:00:00Z,external,/bigdata/ldf,17,128,131
2017-10-08T08:00:00Z,external,/sparql,7,30,77
2017-10-08T08:00:00Z,internal,/sparql,17,52,63
2017-10-08T09:00:00Z,external,/bigdata/ldf,19,133,136
2017-10-08T09:00:00Z,external,/sparql,6,34,249
2017-10-08T09:00:00Z,internal,/sparql,16,44,59
2017-10-08T10:00:00Z,external,/bigdata/ldf,15,144,146
2017-10-08T10:00:00Z,external,/sparql,6,49,81
2017-10-08T10:00:00Z,internal,/sparql,17,48,58
2017-10-08T11:00:00Z,external,/bigdata/ldf,16,126,133
2017-10-08T11:00:00Z,external,/sparql,6,38,72
2017-10-08T11:00:00Z,internal,/sparql,18,54,70
2017-10-08T12:00:00Z,external,/bigdata/ldf,18,125,130
2017-10-08T12:00:00Z,external,/sparql,5,29,54
2017-10-08T12:00:00Z,internal,/sparql,25,56,71
2017-10-08T13:00:00Z,external,/bigdata/ldf,18,135,136
2017-10-08T13:00:00Z,external,/sparql,5,40,81
2017-10-08T13:00:00Z,internal,/sparql,16,52,68
2017-10-08T14:00:00Z,external,/bigdata/ldf,12,139,141
2017-10-08T14:00:00Z,external,/sparql,5,173,238
2017-10-08T14:00:00Z,internal,/sparql,18,51,67
2017-10-08T15:00:00Z,external,/bigdata/ldf,13,147,148
2017-10-08T15:00:00Z,external,/sparql,5,39,216
2017-10-08T15:00:00Z,internal,/sparql,18,52,68
2017-10-08T16:00:00Z,external,/bigdata/ldf,11,150,150
2017-10-08T16:00:00Z,external,/sparql,5,35,262
2017-10-08T16:00:00Z,internal,/sparql,18,47,63
2017-10-08T17:00:00Z,external,/bigdata/ldf,15,146,147
2017-10-08T17:00:00Z,external,/sparql,4,36,85
2017-10-08T17:00:00Z,internal,/sparql,16,50,65
2017-10-08T18:00:00Z,external,/bigdata/ldf,14,134,137
2017-10-08T18:00:00Z,external,/sparql,3,37,72
2017-10-08T18:00:00Z,internal,/sparql,15,41,52
2017-10-08T19:00:00Z,external,/bigdata/ldf,10,140,144
2017-10-08T19:00:00Z,external,/sparql,4,32,68
2017-10-08T19:00:00Z,internal,/sparql,15,42,48
2017-10-08T20:00:00Z,external,/bigdata/ldf,13,143,145
2017-10-08T20:00:00Z,external,/sparql,5,33,61
2017-10-08T20:00:00Z,internal,/sparql,15,39,45
2017-10-08T21:00:00Z,external,/bigdata/ldf,13,144,147
2017-10-08T21:00:00Z,external,/sparql,4,36,77
2017-10-08T21:00:00Z,internal,/sparql,16,42,50
2017-10-08T22:00:00Z,external,/bigdata/ldf,12,147,148
2017-10-08T22:00:00Z,external,/sparql,4,34,68
2017-10-08T22:00:00Z,internal,/sparql,15,50,66
2017-10-08T23:00:00Z,external,/bigdata/ldf,20,136,137
2017-10-08T23:00:00Z,external,/sparql,4,25,42
2017-10-08T23:00:00Z,internal,/sparql,16,51,64
2017-10-09T00:00:00Z,external,/sparql,4,23,40
2017-10-09T00:00:00Z,internal,/bigdata/ldf,12,150,150
2017-10-09T00:00:00Z,internal,/sparql,18,43,61
2017-10-09T01:00:00Z,external,/bigdata/ldf,18,128,128
2017-10-09T01:00:00Z,external,/sparql,4,28,61
2017-10-09T01:00:00Z,internal,/sparql,16,44,56
2017-10-09T02:00:00Z,external,/bigdata/ldf,12,137,139
2017-10-09T02:00:00Z,external,/sparql,4,33,146
2017-10-09T02:00:00Z,internal,/sparql,18,49,61
2017-10-09T03:00:00Z,external,/bigdata/ldf,6,116,118
2017-10-09T03:00:00Z,external,/sparql,4,25,103
2017-10-09T03:00:00Z,internal,/sparql,24,53,64
2017-10-09T04:00:00Z,external,/bigdata/ldf,12,145,146
2017-10-09T04:00:00Z,external,/sparql,4,27,52
2017-10-09T04:00:00Z,internal,/sparql,30,54,77
2017-10-09T05:00:00Z,external,/bigdata/ldf,21,137,139
2017-10-09T05:00:00Z,external,/sparql,4,26,83
2017-10-09T05:00:00Z,internal,/sparql,17,57,69
2017-10-09T06:00:00Z,external,/bigdata/ldf,20,134,141
2017-10-09T06:00:00Z,external,/sparql,7,36,80
2017-10-09T06:00:00Z,internal,/sparql,21,46,62
2017-10-09T07:00:00Z,external,/bigdata/ldf,17,146,147
2017-10-09T07:00:00Z,external,/sparql,5,30,61
2017-10-09T07:00:00Z,internal,/sparql,18,45,55
2017-10-09T08:00:00Z,external,/bigdata/ldf,17,140,144
2017-10-09T08:00:00Z,external,/sparql,6,35,91
2017-10-09T08:00:00Z,internal,/sparql,17,41,53
2017-10-09T09:00:00Z,external,/bigdata/ldf,14,142,144
2017-10-09T09:00:00Z,external,/sparql,5,102,236
2017-10-09T09:00:00Z,internal,/sparql,17,52,60
2017-10-09T10:00:00Z,external,/bigdata/ldf,13,140,145
2017-10-09T10:00:00Z,external,/sparql,10,65,144
2017-10-09T10:00:00Z,internal,/sparql,18,50,66
2017-10-09T11:00:00Z,external,/bigdata/ldf,11,144,146
2017-10-09T11:00:00Z,external,/sparql,6,33,73
2017-10-09T11:00:00Z,internal,/sparql,17,50,64
2017-10-09T12:00:00Z,external,/bigdata/ldf,12,139,143
2017-10-09T12:00:00Z,external,/sparql,7,49,87
2017-10-09T12:00:00Z,internal,/sparql,22,57,73
2017-10-09T13:00:00Z,external,/bigdata/ldf,26,137,142
2017-10-09T13:00:00Z,external,/sparql,7,52,82
2017-10-09T13:00:00Z,internal,/sparql,18,47,57
2017-10-09T14:00:00Z,external,/bigdata/ldf,15,142,142
2017-10-09T14:00:00Z,external,/sparql,6,33,70
2017-10-09T14:00:00Z,internal,/sparql,18,48,60
2017-10-09T15:00:00Z,external,/bigdata/ldf,13,143,144
2017-10-09T15:00:00Z,external,/sparql,7,37,101
2017-10-09T15:00:00Z,internal,/sparql,16,41,50
2017-10-09T16:00:00Z,external,/bigdata/ldf,10,146,147
2017-10-09T16:00:00Z,external,/sparql,10,40,69
2017-10-09T16:00:00Z,internal,/sparql,17,48,66
2017-10-09T17:00:00Z,external,/bigdata/ldf,12,139,140
2017-10-09T17:00:00Z,external,/sparql,12,45,68
2017-10-09T17:00:00Z,internal,/sparql,18,50,60
2017-10-09T18:00:00Z,external,/bigdata/ldf,11,143,146
2017-10-09T18:00:00Z,external,/sparql,7,40,82
2017-10-09T18:00:00Z,internal,/sparql,16,43,53
2017-10-09T19:00:00Z,external,/bigdata/ldf,27,129,137
2017-10-09T19:00:00Z,external,/sparql,5,30,54
2017-10-09T19:00:00Z,internal,/sparql,14,41,50
2017-10-09T20:00:00Z,external,/bigdata/ldf,20,139,140
2017-10-09T20:00:00Z,external,/sparql,7,83,107
2017-10-09T20:00:00Z,internal,/sparql,15,41,47
2017-10-09T21:00:00Z,external,/bigdata/ldf,17,130,139
2017-10-09T21:00:00Z,external,/sparql,6,53,70
2017-10-09T21:00:00Z,internal,/sparql,15,38,44
2017-10-09T22:00:00Z,external,/bigdata/ldf,18,138,140
2017-10-09T22:00:00Z,external,/sparql,5,28,44
2017-10-09T22:00:00Z,internal,/sparql,16,43,58
2017-10-09T23:00:00Z,external,/bigdata/ldf,19,145,149
2017-10-09T23:00:00Z,external,/sparql,6,25,73
2017-10-09T23:00:00Z,internal,/sparql,18,50,65
2017-10-10T00:00:00Z,external,/bigdata/ldf,22,139,141
2017-10-10T00:00:00Z,external,/sparql,5,21,50
2017-10-10T00:00:00Z,internal,/sparql,18,48,58
2017-10-10T01:00:00Z,external,/bigdata/ldf,13,135,137
2017-10-10T01:00:00Z,external,/sparql,5,30,101
2017-10-10T01:00:00Z,internal,/sparql,19,48,62
2017-10-10T02:00:00Z,external,/bigdata/ldf,17,144,144
2017-10-10T02:00:00Z,external,/sparql,5,30,58
2017-10-10T02:00:00Z,internal,/sparql,16,41,50
2017-10-10T03:00:00Z,external,/bigdata/ldf,12,131,133
2017-10-10T03:00:00Z,external,/sparql,4,18,40
2017-10-10T03:00:00Z,internal,/sparql,16,53,60
2017-10-10T04:00:00Z,external,/bigdata/ldf,11,136,138
2017-10-10T04:00:00Z,external,/sparql,6,25,62
2017-10-10T04:00:00Z,internal,/sparql,25,56,67
2017-10-10T05:00:00Z,external,/bigdata/ldf,12,148,149
2017-10-10T05:00:00Z,external,/sparql,5,36,88
2017-10-10T05:00:00Z,internal,/sparql,15,45,58
2017-10-10T06:00:00Z,external,/bigdata/ldf,13,131,136
2017-10-10T06:00:00Z,external,/sparql,8,29,53
2017-10-10T06:00:00Z,internal,/sparql,15,49,58
2017-10-10T07:00:00Z,external,/bigdata/ldf,22,127,130
2017-10-10T07:00:00Z,external,/sparql,5,26,55
2017-10-10T07:00:00Z,internal,/sparql,15,50,58
2017-10-10T08:00:00Z,external,/bigdata/ldf,19,143,146
2017-10-10T08:00:00Z,external,/sparql,9,79,105
2017-10-10T08:00:00Z,internal,/sparql,15,42,50
2017-10-10T09:00:00Z,external,/bigdata/ldf,12,137,138
2017-10-10T09:00:00Z,external,/sparql,11,67,84
2017-10-10T09:00:00Z,internal,/sparql,14,39,49
2017-10-10T10:00:00Z,external,/bigdata/ldf,14,136,140
2017-10-10T10:00:00Z,external,/sparql,11,77,100
2017-10-10T10:00:00Z,internal,/sparql,14,42,48
2017-10-10T11:00:00Z,external,/bigdata/ldf,13,128,129
2017-10-10T11:00:00Z,external,/sparql,7,34,133
2017-10-10T11:00:00Z,internal,/sparql,14,53,64
2017-10-10T12:00:00Z,external,/bigdata/ldf,14,150,150
2017-10-10T12:00:00Z,external,/sparql,7,39,72
2017-10-10T12:00:00Z,internal,/sparql,18,57,82
2017-10-10T13:00:00Z,external,/bigdata/ldf,16,136,140
2017-10-10T13:00:00Z,external,/sparql,7,61,76
2017-10-10T13:00:00Z,internal,/sparql,16,45,54
2017-10-10T14:00:00Z,external,/bigdata/ldf,18,141,145
2017-10-10T14:00:00Z,external,/sparql,10,42,79
2017-10-10T14:00:00Z,internal,/sparql,15,61,214
2017-10-10T15:00:00Z,external,/sparql,11,38,72
2017-10-10T15:00:00Z,internal,/bigdata/ldf,11,139,141
2017-10-10T15:00:00Z,internal,/sparql,16,147,228
2017-10-10T16:00:00Z,external,/bigdata/ldf,11,140,148
2017-10-10T16:00:00Z,external,/sparql,15,51,149
2017-10-10T16:00:00Z,internal,/sparql,19,47,55
2017-10-10T17:00:00Z,external,/bigdata/ldf,12,133,137
2017-10-10T17:00:00Z,external,/sparql,19,44,95
2017-10-10T17:00:00Z,internal,/sparql,14,35,40
2017-10-10T18:00:00Z,external,/bigdata/ldf,11,125,128
2017-10-10T18:00:00Z,external,/sparql,17,40,68
2017-10-10T18:00:00Z,internal,/sparql,13,36,41
2017-10-10T19:00:00Z,external,/bigdata/ldf,12,139,141
2017-10-10T19:00:00Z,external,/sparql,12,37,81
2017-10-10T19:00:00Z,internal,/sparql,13,33,40
2017-10-10T20:00:00Z,external,/bigdata/ldf,18,125,126
2017-10-10T20:00:00Z,external,/sparql,8,30,62
2017-10-10T20:00:00Z,internal,/sparql,13,35,41
2017-10-10T21:00:00Z,external,/bigdata/ldf,11,141,142
2017-10-10T21:00:00Z,external,/sparql,5,42,117
2017-10-10T21:00:00Z,internal,/sparql,14,45,55
2017-10-10T22:00:00Z,external,/bigdata/ldf,15,135,143
2017-10-10T22:00:00Z,external,/sparql,5,35,71
2017-10-10T22:00:00Z,internal,/sparql,16,53,59
2017-10-10T23:00:00Z,external,/bigdata/ldf,19,145,145
2017-10-10T23:00:00Z,external,/sparql,7,24,43
2017-10-10T23:00:00Z,internal,/sparql,15,42,53
2017-10-11T00:00:00Z,external,/bigdata/ldf,9,145,147
2017-10-11T00:00:00Z,external,/sparql,12,36,64
2017-10-11T00:00:00Z,internal,/sparql,16,46,51
2017-10-11T01:00:00Z,external,/bigdata/ldf,13,142,142
2017-10-11T01:00:00Z,external,/sparql,10,26,48
2017-10-11T01:00:00Z,internal,/sparql,14,51,58
2017-10-11T02:00:00Z,external,/bigdata/ldf,17,147,147
2017-10-11T02:00:00Z,external,/sparql,11,27,61
2017-10-11T02:00:00Z,internal,/sparql,16,38,46
2017-10-11T03:00:00Z,external,/bigdata/ldf,10,144,144
2017-10-11T03:00:00Z,external,/sparql,12,23,44
2017-10-11T03:00:00Z,internal,/sparql,15,44,57
2017-10-11T04:00:00Z,external,/bigdata/ldf,32,140,143
2017-10-11T04:00:00Z,external,/sparql,12,34,102
2017-10-11T04:00:00Z,internal,/sparql,23,59,66
2017-10-11T05:00:00Z,external,/bigdata/ldf,19,137,139
2017-10-11T05:00:00Z,external,/sparql,11,33,62
2017-10-11T05:00:00Z,internal,/sparql,16,43,62
2017-10-11T06:00:00Z,external,/bigdata/ldf,14,148,149
2017-10-11T06:00:00Z,external,/sparql,12,30,51
2017-10-11T06:00:00Z,internal,/sparql,15,43,54
2017-10-11T07:00:00Z,external,/bigdata/ldf,16,143,146
2017-10-11T07:00:00Z,external,/sparql,12,38,87
2017-10-11T07:00:00Z,internal,/sparql,14,40,50
2017-10-11T08:00:00Z,external,/bigdata/ldf,17,124,127
2017-10-11T08:00:00Z,external,/sparql,12,43,72
2017-10-11T08:00:00Z,internal,/sparql,14,38,49
2017-10-11T09:00:00Z,external,/bigdata/ldf,11,142,147
2017-10-11T09:00:00Z,external,/sparql,6,35,132
2017-10-11T09:00:00Z,internal,/sparql,14,39,49
2017-10-11T10:00:00Z,external,/bigdata/ldf,14,144,145
2017-10-11T10:00:00Z,external,/sparql,8,49,177
2017-10-11T10:00:00Z,internal,/sparql,16,51,55
2017-10-11T11:00:00Z,external,/bigdata/ldf,19,143,144
2017-10-11T11:00:00Z,external,/sparql,10,42,86
2017-10-11T11:00:00Z,internal,/sparql,14,51,63
2017-10-11T12:00:00Z,external,/bigdata/ldf,8,146,147
2017-10-11T12:00:00Z,external,/sparql,12,43,70
2017-10-11T12:00:00Z,internal,/sparql,20,47,54
2017-10-11T13:00:00Z,external,/bigdata/ldf,15,144,145
2017-10-11T13:00:00Z,external,/sparql,10,40,104
2017-10-11T13:00:00Z,internal,/sparql,15,43,50
2017-10-11T14:00:00Z,external,/bigdata/ldf,15,137,137
2017-10-11T14:00:00Z,external,/sparql,10,40,81
2017-10-11T14:00:00Z,internal,/sparql,15,38,52
2017-10-11T15:00:00Z,external,/bigdata/ldf,14,140,141
2017-10-11T15:00:00Z,external,/sparql,10,46,99
2017-10-11T15:00:00Z,internal,/sparql,15,40,49
2017-10-11T16:00:00Z,external,/bigdata/ldf,12,148,149
2017-10-11T16:00:00Z,external,/sparql,11,46,122
2017-10-11T16:00:00Z,internal,/sparql,16,46,66
2017-10-11T17:00:00Z,external,/bigdata/ldf,25,141,144
2017-10-11T17:00:00Z,external,/sparql,11,52,93
2017-10-11T17:00:00Z,internal,/sparql,20,48,56
2017-10-11T18:00:00Z,external,/bigdata/ldf,12,145,146
2017-10-11T18:00:00Z,external,/sparql,11,50,115
2017-10-11T18:00:00Z,internal,/sparql,14,39,43
2017-10-11T19:00:00Z,external,/bigdata/ldf,13,144,145
2017-10-11T19:00:00Z,external,/sparql,12,42,78
2017-10-11T19:00:00Z,internal,/bigdata/ldf,1,1,1
2017-10-11T19:00:00Z,internal,/sparql,14,36,40
2017-10-11T20:00:00Z,external,/bigdata/ldf,14,140,142
2017-10-11T20:00:00Z,external,/sparql,14,39,86
2017-10-11T20:00:00Z,internal,/bigdata/ldf,1,1,1
2017-10-11T20:00:00Z,internal,/sparql,13,35,40
2017-10-11T21:00:00Z,external,/bigdata/ldf,7,140,146
2017-10-11T21:00:00Z,external,/sparql,13,50,103
2017-10-11T21:00:00Z,internal,/sparql,14,37,43
2017-10-11T22:00:00Z,external,/bigdata/ldf,14,137,143
2017-10-11T22:00:00Z,external,/sparql,12,48,114
2017-10-11T22:00:00Z,internal,/sparql,15,55,63
2017-10-11T23:00:00Z,external,/bigdata/ldf,10,142,143
2017-10-11T23:00:00Z,external,/sparql,11,44,90
2017-10-11T23:00:00Z,internal,/sparql,17,49,62
2017-10-12T00:00:00Z,external,/sparql,4,30,79
2017-10-12T00:00:00Z,internal,/bigdata/ldf,10,146,147
2017-10-12T00:00:00Z,internal,/sparql,16,42,59
2017-10-12T01:00:00Z,external,/bigdata/ldf,12,142,142
2017-10-12T01:00:00Z,external,/sparql,10,29,46
2017-10-12T01:00:00Z,internal,/sparql,16,57,69
2017-10-12T02:00:00Z,external,/bigdata/ldf,8,136,141
2017-10-12T02:00:00Z,external,/sparql,11,28,59
2017-10-12T02:00:00Z,internal,/sparql,16,44,52
2017-10-12T03:00:00Z,external,/bigdata/ldf,9,136,138
2017-10-12T03:00:00Z,external,/sparql,11,32,83
2017-10-12T03:00:00Z,internal,/sparql,17,40,51
2017-10-12T04:00:00Z,external,/sparql,10,44,91
2017-10-12T04:00:00Z,internal,/bigdata/ldf,13,147,148
2017-10-12T04:00:00Z,internal,/sparql,25,51,65
2017-10-12T05:00:00Z,external,/bigdata/ldf,12,148,150
2017-10-12T05:00:00Z,external,/sparql,10,34,63
2017-10-12T05:00:00Z,internal,/sparql,16,43,50
2017-10-12T06:00:00Z,external,/bigdata/ldf,9,146,147
2017-10-12T06:00:00Z,external,/sparql,7,96,181
2017-10-12T06:00:00Z,internal,/sparql,14,43,56
2017-10-12T07:00:00Z,external,/bigdata/ldf,10,146,148
2017-10-12T07:00:00Z,external,/sparql,7,47,114
2017-10-12T07:00:00Z,internal,/sparql,15,50,60
2017-10-12T08:00:00Z,external,/bigdata/ldf,14,141,143
2017-10-12T08:00:00Z,external,/sparql,13,39,119
2017-10-12T08:00:00Z,internal,/sparql,15,45,57
2017-10-12T09:00:00Z,external,/bigdata/ldf,10,144,145
2017-10-12T09:00:00Z,external,/sparql,9,34,94
2017-10-12T09:00:00Z,internal,/sparql,14,38,49
2017-10-12T10:00:00Z,external,/bigdata/ldf,9,150,152
2017-10-12T10:00:00Z,external,/sparql,11,89,158
2017-10-12T10:00:00Z,internal,/sparql,15,44,55
2017-10-12T11:00:00Z,external,/bigdata/ldf,12,138,141
2017-10-12T11:00:00Z,external,/sparql,22,77,107
2017-10-12T11:00:00Z,internal,/sparql,15,42,56
2017-10-12T12:00:00Z,external,/bigdata/ldf,11,141,141
2017-10-12T12:00:00Z,external,/sparql,19,53,178
2017-10-12T12:00:00Z,internal,/sparql,23,51,62
2017-10-12T13:00:00Z,external,/bigdata/ldf,13,146,147
2017-10-12T13:00:00Z,external,/sparql,25,69,131
2017-10-12T13:00:00Z,internal,/sparql,16,39,43
2017-10-12T14:00:00Z,external,/bigdata/ldf,9,145,146
2017-10-12T14:00:00Z,external,/sparql,22,83,153
2017-10-12T14:00:00Z,internal,/sparql,29,63,87
2017-10-12T15:00:00Z,external,/bigdata/ldf,10,137,138
2017-10-12T15:00:00Z,external,/sparql,14,92,120
2017-10-12T15:00:00Z,internal,/sparql,29,58,69
2017-10-12T16:00:00Z,external,/bigdata/ldf,8,140,141
2017-10-12T16:00:00Z,external,/sparql,14,46,127
2017-10-12T16:00:00Z,internal,/sparql,30,62,84
2017-10-12T17:00:00Z,external,/bigdata/ldf,11,141,143
2017-10-12T17:00:00Z,external,/sparql,14,55,115
2017-10-12T17:00:00Z,internal,/sparql,23,42,57
2017-10-12T18:00:00Z,external,/bigdata/ldf,8,146,148
2017-10-12T18:00:00Z,external,/sparql,16,52,97
2017-10-12T18:00:00Z,internal,/sparql,23,42,57
2017-10-12T19:00:00Z,external,/bigdata/ldf,8,146,148
2017-10-12T19:00:00Z,external,/sparql,18,58,109
2017-10-12T19:00:00Z,internal,/sparql,22,49,61
2017-10-12T20:00:00Z,external,/bigdata/ldf,10,140,145
2017-10-12T20:00:00Z,external,/sparql,19,78,128
2017-10-12T20:00:00Z,internal,/sparql,23,47,56
2017-10-12T21:00:00Z,external,/bigdata/ldf,8,137,142
2017-10-12T21:00:00Z,external,/sparql,23,81,227
2017-10-12T21:00:00Z,internal,/sparql,23,47,58
2017-10-12T22:00:00Z,external,/bigdata/ldf,11,147,147
2017-10-12T22:00:00Z,external,/sparql,21,57,99
2017-10-12T22:00:00Z,internal,/sparql,25,58,71
2017-10-12T23:00:00Z,external,/bigdata/ldf,8,139,142
2017-10-12T23:00:00Z,external,/sparql,16,66,111
2017-10-12T23:00:00Z,internal,/sparql,33,63,77
2017-10-13T00:00:00Z,external,/bigdata/ldf,12,136,136
2017-10-13T00:00:00Z,external,/sparql,17,38,83
2017-10-13T00:00:00Z,internal,/sparql,27,62,76
2017-10-13T01:00:00Z,external,/bigdata/ldf,8,141,149
2017-10-13T01:00:00Z,external,/sparql,16,39,77
2017-10-13T01:00:00Z,internal,/sparql,30,59,73
2017-10-13T02:00:00Z,external,/bigdata/ldf,12,141,143
2017-10-13T02:00:00Z,external,/sparql,13,42,106
2017-10-13T02:00:00Z,internal,/sparql,27,56,67
2017-10-13T03:00:00Z,external,/bigdata/ldf,7,142,144
2017-10-13T03:00:00Z,external,/sparql,15,38,71
2017-10-13T03:00:00Z,internal,/sparql,32,60,71
2017-10-13T04:00:00Z,external,/bigdata/ldf,9,143,144
2017-10-13T04:00:00Z,external,/sparql,14,32,61
2017-10-13T04:00:00Z,internal,/sparql,36,68,80
2017-10-13T05:00:00Z,external,/bigdata/ldf,11,138,139
2017-10-13T05:00:00Z,external,/sparql,17,40,122
2017-10-13T05:00:00Z,internal,/sparql,28,57,78
2017-10-13T06:00:00Z,external,/bigdata/ldf,11,144,146
2017-10-13T06:00:00Z,external,/sparql,16,49,93
2017-10-13T06:00:00Z,internal,/sparql,30,67,80
2017-10-13T07:00:00Z,external,/bigdata/ldf,7,34,36
2017-10-13T07:00:00Z,external,/sparql,18,58,90
2017-10-13T07:00:00Z,internal,/sparql,26,54,65
2017-10-13T08:00:00Z,external,/bigdata/ldf,11,145,146
2017-10-13T08:00:00Z,external,/sparql,30,63,149
2017-10-13T08:00:00Z,internal,/sparql,24,48,59
2017-10-13T09:00:00Z,external,/bigdata/ldf,13,145,147
2017-10-13T09:00:00Z,external,/sparql,20,155,215
2017-10-13T09:00:00Z,internal,/sparql,28,55,69
2017-10-13T10:00:00Z,external,/bigdata/ldf,11,140,142
2017-10-13T10:00:00Z,external,/sparql,19,74,100
2017-10-13T10:00:00Z,internal,/sparql,27,50,63
2017-10-13T11:00:00Z,external,/bigdata/ldf,11,140,141
2017-10-13T11:00:00Z,external,/sparql,18,158,202
2017-10-13T11:00:00Z,internal,/sparql,28,56,69
2017-10-13T12:00:00Z,external,/bigdata/ldf,11,140,142
2017-10-13T12:00:00Z,external,/sparql,22,114,256
2017-10-13T12:00:00Z,internal,/sparql,32,63,74
2017-10-13T13:00:00Z,external,/bigdata/ldf,11,139,140
2017-10-13T13:00:00Z,external,/sparql,23,80,126
2017-10-13T13:00:00Z,internal,/sparql,25,50,59
2017-10-13T14:00:00Z,external,/bigdata/ldf,11,127,130
2017-10-13T14:00:00Z,external,/sparql,27,64,99
2017-10-13T14:00:00Z,internal,/sparql,28,55,75
2017-10-13T15:00:00Z,external,/bigdata/ldf,13,140,148
2017-10-13T15:00:00Z,external,/sparql,41,86,122
2017-10-13T15:00:00Z,internal,/sparql,33,59,80
2017-10-13T16:00:00Z,external,/bigdata/ldf,10,147,151
