ts,traffic,destination,median,percentile99,maximum
2017-10-13T16:00:00Z,external,/sparql,108,141,185
2017-10-13T16:00:00Z,internal,/sparql,26,60,73
2017-10-13T17:00:00Z,external,/bigdata/ldf,11,149,150
2017-10-13T17:00:00Z,external,/sparql,112,141,185
2017-10-13T17:00:00Z,internal,/sparql,22,48,57
2017-10-13T18:00:00Z,external,/bigdata/ldf,11,147,148
2017-10-13T18:00:00Z,external,/sparql,115,179,233
2017-10-13T18:00:00Z,internal,/sparql,21,46,59
2017-10-13T19:00:00Z,external,/bigdata/ldf,11,142,143
2017-10-13T19:00:00Z,external,/sparql,111,149,213
2017-10-13T19:00:00Z,internal,/sparql,22,47,68
2017-10-13T20:00:00Z,external,/bigdata/ldf,11,147,148
2017-10-13T20:00:00Z,external,/sparql,111,168,234
2017-10-13T20:00:00Z,internal,/sparql,22,44,55
2017-10-13T21:00:00Z,external,/bigdata/ldf,7,136,141
2017-10-13T21:00:00Z,external,/sparql,109,155,215
2017-10-13T21:00:00Z,internal,/sparql,23,47,62
2017-10-13T22:00:00Z,external,/bigdata/ldf,7,141,142
2017-10-13T22:00:00Z,external,/sparql,103,138,343
2017-10-13T22:00:00Z,internal,/sparql,24,56,68
2017-10-13T23:00:00Z,external,/bigdata/ldf,9,144,147
2017-10-13T23:00:00Z,external,/sparql,106,143,197
2017-10-13T23:00:00Z,internal,/sparql,25,55,68
2017-10-14T00:00:00Z,external,/bigdata/ldf,12,140,144
2017-10-14T00:00:00Z,external,/sparql,104,140,185
2017-10-14T00:00:00Z,internal,/sparql,30,59,78
2017-10-14T01:00:00Z,external,/bigdata/ldf,12,135,137
2017-10-14T01:00:00Z,external,/sparql,103,131,164
2017-10-14T01:00:00Z,internal,/sparql,30,57,72
2017-10-14T02:00:00Z,external,/bigdata/ldf,10,147,148
2017-10-14T02:00:00Z,external,/sparql,102,131,175
2017-10-14T02:00:00Z,internal,/sparql,30,68,86
2017-10-14T03:00:00Z,external,/bigdata/ldf,8,143,145
2017-10-14T03:00:00Z,external,/sparql,104,129,166
2017-10-14T03:00:00Z,internal,/sparql,28,57,70
2017-10-14T04:00:00Z,external,/bigdata/ldf,10,141,142
2017-10-14T04:00:00Z,external,/sparql,104,130,168
2017-10-14T04:00:00Z,internal,/sparql,42,74,88
2017-10-14T05:00:00Z,external,/bigdata/ldf,10,151,151
2017-10-14T05:00:00Z,external,/sparql,105,132,172
2017-10-14T05:00:00Z,internal,/sparql,30,57,69
2017-10-14T06:00:00Z,external,/bigdata/ldf,11,149,150
2017-10-14T06:00:00Z,external,/sparql,108,136,153
2017-10-14T06:00:00Z,internal,/sparql,29,61,77
2017-10-14T07:00:00Z,external,/bigdata/ldf,10,138,140
2017-10-14T07:00:00Z,external,/sparql,109,140,166
2017-10-14T07:00:00Z,internal,/sparql,30,61,89
2017-10-14T08:00:00Z,external,/bigdata/ldf,10,137,145
2017-10-14T08:00:00Z,external,/sparql,108,143,184
2017-10-14T08:00:00Z,internal,/sparql,27,51,61
2017-10-14T09:00:00Z,external,/bigdata/ldf,8,91,97
2017-10-14T09:00:00Z,external,/sparql,107,163,219
2017-10-14T09:00:00Z,internal,/sparql,28,53,70
2017-10-14T10:00:00Z,external,/bigdata/ldf,10,140,143
2017-10-14T10:00:00Z,external,/sparql,109,140,183
2017-10-14T10:00:00Z,internal,/sparql,29,53,66
2017-10-14T11:00:00Z,external,/bigdata/ldf,11,146,147
2017-10-14T11:00:00Z,external,/sparql,104,144,185
2017-10-14T11:00:00Z,internal,/sparql,27,51,66
2017-10-14T12:00:00Z,external,/bigdata/ldf,11,130,132
2017-10-14T12:00:00Z,external,/sparql,103,142,172
2017-10-14T12:00:00Z,internal,/sparql,33,70,85
2017-10-14T13:00:00Z,external,/bigdata/ldf,13,130,133
2017-10-14T13:00:00Z,external,/sparql,104,145,192
2017-10-14T13:00:00Z,internal,/sparql,25,49,66
2017-10-14T14:00:00Z,external,/bigdata/ldf,9,144,146
2017-10-14T14:00:00Z,external,/sparql,103,174,224
2017-10-14T14:00:00Z,internal,/sparql,26,53,67
2017-10-14T15:00:00Z,external,/bigdata/ldf,10,139,141
2017-10-14T15:00:00Z,external,/sparql,104,193,279
2017-10-14T15:00:00Z,internal,/sparql,30,59,74
2017-10-14T16:00:00Z,external,/bigdata/ldf,9,139,141
2017-10-14T16:00:00Z,external,/sparql,103,155,211
2017-10-14T16:00:00Z,internal,/sparql,29,65,85
2017-10-14T17:00:00Z,external,/bigdata/ldf,11,145,146
2017-10-14T17:00:00Z,external,/sparql,102,135,191
2017-10-14T17:00:00Z,internal,/sparql,24,49,61
2017-10-14T18:00:00Z,external,/bigdata/ldf,13,130,141
2017-10-14T18:00:00Z,external,/sparql,101,132,183
2017-10-14T18:00:00Z,internal,/sparql,22,43,53
2017-10-14T19:00:00Z,external,/bigdata/ldf,9,146,147
2017-10-14T19:00:00Z,external,/sparql,97,135,178
2017-10-14T19:00:00Z,internal,/sparql,22,46,56
2017-10-14T20:00:00Z,external,/bigdata/ldf,10,135,139
2017-10-14T20:00:00Z,external,/sparql,103,165,501
2017-10-14T20:00:00Z,internal,/sparql,24,51,65
2017-10-14T21:00:00Z,external,/sparql,99,175,478
2017-10-14T21:00:00Z,internal,/bigdata/ldf,8,144,146
2017-10-14T21:00:00Z,internal,/sparql,23,48,68
2017-10-14T22:00:00Z,external,/bigdata/ldf,10,145,146
2017-10-14T22:00:00Z,external,/sparql,103,134,160
2017-10-14T22:00:00Z,internal,/sparql,27,55,70
2017-10-14T23:00:00Z,external,/bigdata/ldf,9,144,146
2017-10-14T23:00:00Z,external,/sparql,103,133,176
2017-10-14T23:00:00Z,internal,/sparql,28,54,74
2017-10-15T00:00:00Z,external,/bigdata/ldf,12,110,122
2017-10-15T00:00:00Z,external,/sparql,103,133,184
2017-10-15T00:00:00Z,internal,/sparql,28,56,71
2017-10-15T01:00:00Z,external,/bigdata/ldf,10,143,145
2017-10-15T01:00:00Z,external,/sparql,102,129,169
2017-10-15T01:00:00Z,internal,/sparql,28,56,74
2017-10-15T02:00:00Z,external,/bigdata/ldf,11,136,138
2017-10-15T02:00:00Z,external,/sparql,102,126,152
2017-10-15T02:00:00Z,internal,/sparql,29,69,84
2017-10-15T03:00:00Z,external,/bigdata/ldf,7,142,145
2017-10-15T03:00:00Z,external,/sparql,100,129,166
2017-10-15T03:00:00Z,internal,/sparql,31,62,78
2017-10-15T04:00:00Z,external,/bigdata/ldf,9,142,144
2017-10-15T04:00:00Z,external,/sparql,102,129,155
2017-10-15T04:00:00Z,internal,/sparql,38,67,83
2017-10-15T05:00:00Z,external,/bigdata/ldf,11,141,142
2017-10-15T05:00:00Z,external,/sparql,98,131,162
2017-10-15T05:00:00Z,internal,/sparql,31,56,66
2017-10-15T06:00:00Z,external,/bigdata/ldf,8,145,147
2017-10-15T06:00:00Z,external,/sparql,104,139,168
2017-10-15T06:00:00Z,internal,/sparql,26,57,79
2017-10-15T07:00:00Z,external,/bigdata/ldf,9,141,144
2017-10-15T07:00:00Z,external,/sparql,101,133,172
2017-10-15T07:00:00Z,internal,/sparql,27,53,63
2017-10-15T08:00:00Z,external,/bigdata/ldf,11,146,147
2017-10-15T08:00:00Z,external,/sparql,104,140,168
2017-10-15T08:00:00Z,internal,/sparql,26,53,70
2017-10-15T09:00:00Z,external,/bigdata/ldf,12,137,139
2017-10-15T09:00:00Z,external,/sparql,105,154,223
2017-10-15T09:00:00Z,internal,/sparql,29,67,83
2017-10-15T10:00:00Z,external,/bigdata/ldf,10,146,147
2017-10-15T10:00:00Z,external,/sparql,106,143,212
2017-10-15T10:00:00Z,internal,/sparql,29,54,66
2017-10-15T11:00:00Z,external,/bigdata/ldf,9,97,106
2017-10-15T11:00:00Z,external,/sparql,103,142,244
2017-10-15T11:00:00Z,internal,/sparql,27,53,66
2017-10-15T12:00:00Z,external,/bigdata/ldf,11,117,120
2017-10-15T12:00:00Z,external,/sparql,103,141,181
2017-10-15T12:00:00Z,internal,/sparql,23,58,70
2017-10-15T13:00:00Z,external,/bigdata/ldf,11,146,148
2017-10-15T13:00:00Z,external,/sparql,103,143,181
2017-10-15T13:00:00Z,internal,/sparql,26,54,69
2017-10-15T14:00:00Z,external,/bigdata/ldf,10,135,142
2017-10-15T14:00:00Z,external,/sparql,106,151,197
2017-10-15T14:00:00Z,internal,/sparql,27,56,72
2017-10-15T15:00:00Z,external,/bigdata/ldf,10,142,143
2017-10-15T15:00:00Z,external,/sparql,107,152,189
2017-10-15T15:00:00Z,internal,/sparql,29,59,87
2017-10-15T16:00:00Z,external,/bigdata/ldf,10,142,143
2017-10-15T16:00:00Z,external,/sparql,100,137,197
2017-10-15T16:00:00Z,internal,/sparql,29,59,83
2017-10-15T17:00:00Z,external,/bigdata/ldf,11,142,145
2017-10-15T17:00:00Z,external,/sparql,103,139,193
2017-10-15T17:00:00Z,internal,/sparql,21,49,74
2017-10-15T18:00:00Z,external,/bigdata/ldf,10,133,138
2017-10-15T18:00:00Z,external,/sparql,103,159,262
2017-10-15T18:00:00Z,internal,/sparql,22,48,59
2017-10-15T19:00:00Z,external,/bigdata/ldf,9,146,149
2017-10-15T19:00:00Z,external,/sparql,105,142,166
2017-10-15T19:00:00Z,internal,/sparql,21,43,63
2017-10-15T20:00:00Z,external,/bigdata/ldf,8,133,136
2017-10-15T20:00:00Z,external,/sparql,106,142,183
2017-10-15T20:00:00Z,internal,/sparql,21,48,61
2017-10-15T21:00:00Z,external,/bigdata/ldf,9,147,148
2017-10-15T21:00:00Z,external,/sparql,103,141,190
2017-10-15T21:00:00Z,internal,/sparql,23,48,56
2017-10-15T22:00:00Z,external,/bigdata/ldf,10,137,143
2017-10-15T22:00:00Z,external,/sparql,101,131,198
2017-10-15T22:00:00Z,internal,/sparql,23,48,65
2017-10-15T23:00:00Z,external,/bigdata/ldf,8,145,150
2017-10-15T23:00:00Z,external,/sparql,102,132,176
2017-10-15T23:00:00Z,internal,/sparql,28,56,68
2017-10-16T00:00:00Z,external,/bigdata/ldf,7,146,149
2017-10-16T00:00:00Z,external,/sparql,101,134,164
2017-10-16T00:00:00Z,internal,/sparql,25,62,87
2017-10-16T01:00:00Z,external,/bigdata/ldf,7,137,142
2017-10-16T01:00:00Z,external,/sparql,102,134,182
2017-10-16T01:00:00Z,internal,/sparql,27,62,72
2017-10-16T02:00:00Z,external,/bigdata/ldf,10,150,150
2017-10-16T02:00:00Z,external,/sparql,97,125,144
2017-10-16T02:00:00Z,internal,/sparql,28,60,75
2017-10-16T03:00:00Z,external,/bigdata/ldf,5,128,133
2017-10-16T03:00:00Z,external,/sparql,97,128,182
2017-10-16T03:00:00Z,internal,/sparql,29,59,75
2017-10-16T04:00:00Z,external,/bigdata/ldf,8,135,136
2017-10-16T04:00:00Z,external,/sparql,100,136,171
2017-10-16T04:00:00Z,internal,/sparql,38,69,81
2017-10-16T05:00:00Z,external,/bigdata/ldf,8,144,146
2017-10-16T05:00:00Z,external,/sparql,103,135,197
2017-10-16T05:00:00Z,internal,/sparql,30,58,68
2017-10-16T06:00:00Z,external,/bigdata/ldf,11,138,139
2017-10-16T06:00:00Z,external,/sparql,103,136,231
2017-10-16T06:00:00Z,internal,/sparql,27,59,71
2017-10-16T07:00:00Z,external,/bigdata/ldf,9,140,142
2017-10-16T07:00:00Z,external,/sparql,103,142,217
2017-10-16T07:00:00Z,internal,/sparql,27,53,64
2017-10-16T08:00:00Z,external,/bigdata/ldf,10,143,144
2017-10-16T08:00:00Z,external,/sparql,103,134,196
2017-10-16T08:00:00Z,internal,/sparql,29,54,67
2017-10-16T09:00:00Z,external,/bigdata/ldf,10,145,145
2017-10-16T09:00:00Z,external,/sparql,113,160,211
2017-10-16T09:00:00Z,internal,/sparql,25,53,64
2017-10-16T10:00:00Z,external,/bigdata/ldf,10,143,146
2017-10-16T10:00:00Z,external,/sparql,95,163,235
2017-10-16T10:00:00Z,internal,/sparql,26,52,67
2017-10-16T11:00:00Z,external,/bigdata/ldf,11,147,148
2017-10-16T11:00:00Z,external,/sparql,91,133,203
2017-10-16T11:00:00Z,internal,/sparql,28,54,65
2017-10-16T12:00:00Z,external,/bigdata/ldf,10,144,145
2017-10-16T12:00:00Z,external,/sparql,89,129,160
2017-10-16T12:00:00Z,internal,/sparql,32,65,74
2017-10-16T13:00:00Z,external,/bigdata/ldf,11,141,143
2017-10-16T13:00:00Z,external,/sparql,85,120,154
2017-10-16T13:00:00Z,internal,/bigdata/ldf,1,1,1
2017-10-16T13:00:00Z,internal,/sparql,26,62,72
2017-10-16T14:00:00Z,external,/bigdata/ldf,13,137,141
2017-10-16T14:00:00Z,external,/sparql,86,118,170
2017-10-16T14:00:00Z,internal,/sparql,27,48,58
2017-10-16T15:00:00Z,external,/bigdata/ldf,7,142,144
2017-10-16T15:00:00Z,external,/sparql,99,145,190
2017-10-16T15:00:00Z,internal,/sparql,25,53,72
2017-10-16T16:00:00Z,external,/bigdata/ldf,8,143,145
2017-10-16T16:00:00Z,external,/sparql,106,163,221
2017-10-16T16:00:00Z,internal,/sparql,28,52,61
2017-10-16T17:00:00Z,external,/bigdata/ldf,5,26,28
2017-10-16T17:00:00Z,external,/sparql,92,138,181
2017-10-16T17:00:00Z,internal,/sparql,22,46,56
2017-10-16T18:00:00Z,external,/bigdata/ldf,10,144,145
2017-10-16T18:00:00Z,external,/sparql,83,134,212
2017-10-16T18:00:00Z,internal,/sparql,22,47,64
2017-10-16T19:00:00Z,external,/bigdata/ldf,12,141,142
2017-10-16T19:00:00Z,external,/sparql,83,163,492
2017-10-16T19:00:00Z,internal,/sparql,21,45,56
2017-10-16T20:00:00Z,external,/bigdata/ldf,9,117,119
2017-10-16T20:00:00Z,external,/sparql,81,128,202
2017-10-16T20:00:00Z,internal,/sparql,23,48,65
2017-10-16T21:00:00Z,external,/bigdata/ldf,8,139,141
2017-10-16T21:00:00Z,external,/sparql,85,125,189
2017-10-16T21:00:00Z,internal,/sparql,23,49,66
2017-10-16T22:00:00Z,external,/bigdata/ldf,8,122,131
2017-10-16T22:00:00Z,external,/sparql,81,113,157
2017-10-16T22:00:00Z,internal,/sparql,26,57,68
2017-10-16T23:00:00Z,external,/bigdata/ldf,9,145,147
2017-10-16T23:00:00Z,external,/sparql,82,113,177
2017-10-16T23:00:00Z,internal,/sparql,26,57,72
2017-10-17T00:00:00Z,external,/bigdata/ldf,12,130,134
2017-10-17T00:00:00Z,external,/sparql,78,106,149
2017-10-17T00:00:00Z,internal,/bigdata/ldf,1,1,1
2017-10-17T00:00:00Z,internal,/sparql,27,56,66
2017-10-17T01:00:00Z,external,/bigdata/ldf,7,138,142
2017-10-17T01:00:00Z,external,/sparql,79,106,135
2017-10-17T01:00:00Z,internal,/sparql,25,50,61
2017-10-17T02:00:00Z,external,/bigdata/ldf,14,141,142
2017-10-17T02:00:00Z,external,/sparql,79,102,122
2017-10-17T02:00:00Z,internal,/sparql,27,47,62
2017-10-17T03:00:00Z,external,/bigdata/ldf,6,134,142
2017-10-17T03:00:00Z,external,/sparql,79,105,158
2017-10-17T03:00:00Z,internal,/bigdata/ldf,1,1,1
2017-10-17T03:00:00Z,internal,/sparql,31,69,83
2017-10-17T04:00:00Z,external,/bigdata/ldf,10,149,150
2017-10-17T04:00:00Z,external,/sparql,80,115,182
2017-10-17T04:00:00Z,internal,/sparql,39,66,81
2017-10-17T05:00:00Z,external,/bigdata/ldf,1,3,3
2017-10-17T05:00:00Z,external,/sparql,78,106,124
2017-10-17T05:00:00Z,internal,/bigdata/ldf,9,145,146
2017-10-17T05:00:00Z,internal,/sparql,27,56,66
2017-10-17T06:00:00Z,external,/bigdata/ldf,9,142,143
2017-10-17T06:00:00Z,external,/sparql,82,113,146
2017-10-17T06:00:00Z,internal,/sparql,26,56,64
2017-10-17T07:00:00Z,external,/bigdata/ldf,9,149,150
2017-10-17T07:00:00Z,external,/sparql,94,123,153
2017-10-17T07:00:00Z,internal,/sparql,27,58,73
2017-10-17T08:00:00Z,external,/bigdata/ldf,8,140,143
2017-10-17T08:00:00Z,external,/sparql,95,145,195
2017-10-17T08:00:00Z,internal,/sparql,24,53,73
2017-10-17T09:00:00Z,external,/bigdata/ldf,8,149,149
2017-10-17T09:00:00Z,external,/sparql,96,150,185
2017-10-17T09:00:00Z,internal,/sparql,26,52,68
2017-10-17T10:00:00Z,external,/bigdata/ldf,9,138,140
2017-10-17T10:00:00Z,external,/sparql,95,148,262
2017-10-17T10:00:00Z,internal,/sparql,26,63,171
2017-10-17T11:00:00Z,external,/bigdata/ldf,9,148,149
2017-10-17T11:00:00Z,external,/sparql,104,158,203
2017-10-17T11:00:00Z,internal,/sparql,27,63,178
2017-10-17T12:00:00Z,external,/bigdata/ldf,11,141,143
2017-10-17T12:00:00Z,external,/sparql,106,166,248
2017-10-17T12:00:00Z,internal,/sparql,31,64,82
2017-10-17T13:00:00Z,external,/bigdata/ldf,9,136,138
2017-10-17T13:00:00Z,external,/sparql,107,157,278
2017-10-17T13:00:00Z,internal,/sparql,24,57,73
2017-10-17T14:00:00Z,external,/bigdata/ldf,10,150,152
2017-10-17T14:00:00Z,external,/sparql,103,145,191
2017-10-17T14:00:00Z,internal,/sparql,26,52,71
2017-10-17T15:00:00Z,external,/bigdata/ldf,9,143,145
2017-10-17T15:00:00Z,external,/sparql,101,153,216
2017-10-17T15:00:00Z,internal,/sparql,27,52,63
2017-10-17T16:00:00Z,external,/bigdata/ldf,10,142,144
2017-10-17T16:00:00Z,external,/sparql,101,142,281
2017-10-17T16:00:00Z,internal,/sparql,28,49,58
2017-10-17T17:00:00Z,external,/bigdata/ldf,9,142,143
2017-10-17T17:00:00Z,external,/sparql,107,154,227
2017-10-17T17:00:00Z,internal,/sparql,23,45,67
2017-10-17T18:00:00Z,external,/bigdata/ldf,7,138,140
2017-10-17T18:00:00Z,external,/sparql,103,170,209
2017-10-17T18:00:00Z,internal,/sparql,24,49,60
2017-10-17T19:00:00Z,external,/bigdata/ldf,11,136,140
2017-10-17T19:00:00Z,external,/sparql,97,177,254
2017-10-17T19:00:00Z,internal,/sparql,25,51,70
2017-10-17T20:00:00Z,external,/bigdata/ldf,19,23,23
2017-10-17T20:00:00Z,external,/sparql,80,168,208
2017-10-17T20:00:00Z,internal,/bigdata/ldf,7,146,148
2017-10-17T20:00:00Z,internal,/sparql,26,53,69
2017-10-17T21:00:00Z,external,/bigdata/ldf,8,141,143
2017-10-17T21:00:00Z,external,/sparql,62,114,203
2017-10-17T21:00:00Z,internal,/sparql,4,32,41
2017-10-17T22:00:00Z,external,/sparql,59,148,300
2017-10-17T22:00:00Z,internal,/sparql,3,16,29
2017-10-17T23:00:00Z,external,/sparql,56,92,150
2017-10-17T23:00:00Z,internal,/sparql,3,20,30
2017-10-18T00:00:00Z,external,/sparql,56,91,185
2017-10-18T00:00:00Z,internal,/sparql,3,19,30
2017-10-18T01:00:00Z,external,/sparql,62,100,151
2017-10-18T01:00:00Z,internal,/sparql,3,21,37
2017-10-18T02:00:00Z,external,/sparql,73,108,153
2017-10-18T02:00:00Z,internal,/sparql,3,21,41
2017-10-18T03:00:00Z,external,/sparql,76,116,137
2017-10-18T03:00:00Z,internal,/sparql,3,22,38
2017-10-18T04:00:00Z,external,/sparql,68,104,369
2017-10-18T04:00:00Z,internal,/sparql,3,24,41
2017-10-18T05:00:00Z,external,/sparql,73,114,198
2017-10-18T05:00:00Z,internal,/sparql,3,22,35
2017-10-18T06:00:00Z,external,/sparql,82,118,151
2017-10-18T06:00:00Z,internal,/sparql,9,55,71
2017-10-18T07:00:00Z,external,/bigdata/ldf,8,137,141
2017-10-18T07:00:00Z,external,/sparql,92,125,177
2017-10-18T07:00:00Z,internal,/sparql,22,65,79
2017-10-18T08:00:00Z,external,/bigdata/ldf,10,139,143
2017-10-18T08:00:00Z,external,/sparql,101,175,386
2017-10-18T08:00:00Z,internal,/sparql,27,60,71
2017-10-18T09:00:00Z,external,/bigdata/ldf,11,136,140
2017-10-18T09:00:00Z,external,/sparql,102,141,187
2017-10-18T09:00:00Z,internal,/sparql,25,49,60
2017-10-18T10:00:00Z,external,/bigdata/ldf,10,145,146
2017-10-18T10:00:00Z,external,/sparql,104,165,229
2017-10-18T10:00:00Z,internal,/sparql,26,52,62
2017-10-18T11:00:00Z,external,/sparql,100,166,242
2017-10-18T11:00:00Z,internal,/bigdata/ldf,9,150,150
2017-10-18T11:00:00Z,internal,/sparql,28,52,65
2017-10-18T12:00:00Z,external,/bigdata/ldf,12,133,143
2017-10-18T12:00:00Z,external,/sparql,96,170,244
2017-10-18T12:00:00Z,internal,/sparql,30,61,79
2017-10-18T13:00:00Z,external,/bigdata/ldf,12,132,134
2017-10-18T13:00:00Z,external,/sparql,85,149,201
2017-10-18T13:00:00Z,internal,/sparql,24,54,90
2017-10-18T14:00:00Z,external,/bigdata/ldf,9,144,146
2017-10-18T14:00:00Z,external,/sparql,84,140,236
2017-10-18T14:00:00Z,internal,/sparql,27,55,71
2017-10-18T15:00:00Z,external,/bigdata/ldf,9,145,146
2017-10-18T15:00:00Z,external,/sparql,84,136,189
2017-10-18T15:00:00Z,internal,/sparql,28,61,74
2017-10-18T16:00:00Z,external,/bigdata/ldf,9,142,143
2017-10-18T16:00:00Z,external,/sparql,88,167,224
2017-10-18T16:00:00Z,internal,/sparql,28,56,67
2017-10-18T17:00:00Z,external,/bigdata/ldf,8,145,145
2017-10-18T17:00:00Z,external,/sparql,87,162,242
2017-10-18T17:00:00Z,internal,/sparql,30,56,68
2017-10-18T18:00:00Z,external,/bigdata/ldf,9,138,139
2017-10-18T18:00:00Z,external,/sparql,88,119,176
2017-10-18T18:00:00Z,internal,/sparql,26,56,76
2017-10-18T19:00:00Z,external,/bigdata/ldf,10,133,134
2017-10-18T19:00:00Z,external,/sparql,88,127,194
2017-10-18T19:00:00Z,internal,/sparql,30,68,88
2017-10-18T20:00:00Z,external,/bigdata/ldf,7,144,144
2017-10-18T20:00:00Z,external,/sparql,91,140,208
2017-10-18T20:00:00Z,internal,/sparql,29,62,169
2017-10-18T21:00:00Z,external,/bigdata/ldf,7,133,135
2017-10-18T21:00:00Z,external,/sparql,95,167,266
2017-10-18T21:00:00Z,internal,/bigdata/ldf,1,1,1
2017-10-18T21:00:00Z,internal,/sparql,29,57,68
2017-10-18T22:00:00Z,external,/bigdata/ldf,7,140,146
2017-10-18T22:00:00Z,external,/sparql,91,124,183
2017-10-18T22:00:00Z,internal,/sparql,26,55,78
2017-10-18T23:00:00Z,external,/bigdata/ldf,10,138,139
2017-10-18T23:00:00Z,external,/sparql,89,124,172
2017-10-18T23:00:00Z,internal,/sparql,29,60,78
2017-10-19T00:00:00Z,external,/bigdata/ldf,9,130,134
2017-10-19T00:00:00Z,external,/sparql,88,120,188
2017-10-19T00:00:00Z,internal,/sparql,28,60,72
2017-10-19T01:00:00Z,external,/bigdata/ldf,9,137,139
2017-10-19T01:00:00Z,external,/sparql,88,122,166
2017-10-19T01:00:00Z,internal,/sparql,29,56,71
2017-10-19T02:00:00Z,external,/bigdata/ldf,8,148,148
2017-10-19T02:00:00Z,external,/sparql,88,119,220
2017-10-19T02:00:00Z,internal,/sparql,29,62,72
2017-10-19T03:00:00Z,external,/bigdata/ldf,7,139,141
2017-10-19T03:00:00Z,external,/sparql,89,115,167
2017-10-19T03:00:00Z,internal,/sparql,28,61,76
2017-10-19T04:00:00Z,external,/bigdata/ldf,8,145,147
2017-10-19T04:00:00Z,external,/sparql,88,117,134
2017-10-19T04:00:00Z,internal,/sparql,36,76,89
2017-10-19T05:00:00Z,external,/bigdata/ldf,9,143,144
2017-10-19T05:00:00Z,external,/sparql,88,115,142
2017-10-19T05:00:00Z,internal,/sparql,29,57,68
2017-10-19T06:00:00Z,external,/bigdata/ldf,10,136,137
2017-10-19T06:00:00Z,external,/sparql,88,121,189
2017-10-19T06:00:00Z,internal,/sparql,30,53,66
2017-10-19T07:00:00Z,external,/bigdata/ldf,9,141,143
2017-10-19T07:00:00Z,external,/sparql,85,113,200
2017-10-19T07:00:00Z,internal,/sparql,29,55,64
2017-10-19T08:00:00Z,external,/bigdata/ldf,9,125,129
2017-10-19T08:00:00Z,external,/sparql,85,118,176
2017-10-19T08:00:00Z,internal,/sparql,26,54,65
2017-10-19T09:00:00Z,external,/bigdata/ldf,9,145,146
2017-10-19T09:00:00Z,external,/sparql,84,120,212
2017-10-19T09:00:00Z,internal,/sparql,30,57,86
2017-10-19T10:00:00Z,external,/bigdata/ldf,9,129,134
2017-10-19T10:00:00Z,external,/sparql,89,158,346
2017-10-19T10:00:00Z,internal,/sparql,26,53,66
2017-10-19T11:00:00Z,external,/bigdata/ldf,8,137,140
2017-10-19T11:00:00Z,external,/sparql,91,139,212
2017-10-19T11:00:00Z,internal,/sparql,28,51,72
2017-10-19T12:00:00Z,external,/bigdata/ldf,10,137,142
2017-10-19T12:00:00Z,external,/sparql,96,175,204
2017-10-19T12:00:00Z,internal,/sparql,35,123,195
2017-10-19T13:00:00Z,external,/bigdata/ldf,8,147,148
2017-10-19T13:00:00Z,external,/sparql,92,135,187
2017-10-19T13:00:00Z,internal,/sparql,27,56,72
2017-10-19T14:00:00Z,external,/bigdata/ldf,9,121,125
2017-10-19T14:00:00Z,external,/sparql,97,164,268
2017-10-19T14:00:00Z,internal,/sparql,28,51,61
2017-10-19T15:00:00Z,external,/bigdata/ldf,9,136,138
2017-10-19T15:00:00Z,external,/sparql,88,145,191
2017-10-19T15:00:00Z,internal,/sparql,30,57,67
2017-10-19T16:00:00Z,external,/bigdata/ldf,9,137,140
2017-10-19T16:00:00Z,external,/sparql,100,140,206
2017-10-19T16:00:00Z,internal,/sparql,26,55,66
2017-10-19T17:00:00Z,external,/bigdata/ldf,9,137,137
2017-10-19T17:00:00Z,external,/sparql,103,162,290
2017-10-19T17:00:00Z,internal,/sparql,26,52,68
2017-10-19T18:00:00Z,external,/bigdata/ldf,10,130,134
2017-10-19T18:00:00Z,external,/sparql,104,146,189
2017-10-19T18:00:00Z,internal,/sparql,25,59,83
2017-10-19T19:00:00Z,external,/bigdata/ldf,10,135,137
2017-10-19T19:00:00Z,external,/sparql,104,166,288
2017-10-19T19:00:00Z,internal,/sparql,22,44,60
2017-10-19T20:00:00Z,external,/bigdata/ldf,9,148,150
2017-10-19T20:00:00Z,external,/sparql,104,158,226
2017-10-19T20:00:00Z,internal,/sparql,14,40,57
2017-10-19T21:00:00Z,external,/sparql,94,133,192
2017-10-19T21:00:00Z,internal,/bigdata/ldf,9,150,151
2017-10-19T21:00:00Z,internal,/sparql,14,39,48
2017-10-19T22:00:00Z,external,/bigdata/ldf,11,133,137
2017-10-19T22:00:00Z,external,/sparql,91,121,146
2017-10-19T22:00:00Z,internal,/sparql,15,44,55
2017-10-19T23:00:00Z,external,/bigdata/ldf,9,146,147
2017-10-19T23:00:00Z,external,/sparql,92,119,207
2017-10-19T23:00:00Z,internal,/sparql,16,39,49
2017-10-20T00:00:00Z,external,/bigdata/ldf,9,143,144
2017-10-20T00:00:00Z,external,/sparql,92,117,153
2017-10-20T00:00:00Z,internal,/sparql,16,43,52
2017-10-20T01:00:00Z,external,/bigdata/ldf,8,145,146
2017-10-20T01:00:00Z,external,/sparql,91,122,152
2017-10-20T01:00:00Z,internal,/sparql,19,54,66
2017-10-20T02:00:00Z,external,/bigdata/ldf,10,137,139
2017-10-20T02:00:00Z,external,/sparql,92,118,144
2017-10-20T02:00:00Z,internal,/sparql,17,48,62
2017-10-20T03:00:00Z,external,/bigdata/ldf,8,135,137
2017-10-20T03:00:00Z,external,/sparql,90,118,154
2017-10-20T03:00:00Z,internal,/sparql,16,55,61
2017-10-20T04:00:00Z,external,/bigdata/ldf,9,133,135
2017-10-20T04:00:00Z,external,/sparql,92,122,159
