date,traffic,agent_type,agent_type_plus,requests,lower10_ttfb,lower25_ttfb,median_ttfb,upper75_ttfb,upper95_ttfb,upper99_ttfb,total_ttfb
2017-11-01,internal,user,bot,802054,9.23354819087984e-05,9.23354819087984e-05,0.01571106706725231,0.017353803786091783,0.022054406091040257,0.2446861233333332,19000.682481000033
2017-04-29,internal,user,bot,814,0.0189672,0.027991500000000002,0.03158,0.0682735,0.19179140000000006,10.796615980000007,349.630019
2017-07-14,internal,spider,bot,1117962,0.015921891879256914,0.016933259364876187,0.019006909142633678,0.04170428325078425,0.0773954465271189,1.6631399411111005,110412.78500299992
2017-05-18,internal,spider,bot,1028247,0.015510737153521343,0.016435317755662666,0.018799517333525747,0.04699339550100725,0.07818590097468692,1.284022870000005,91126.93600299995
2017-06-12,external,spider,bot,3240105,0.00011669956862189161,0.00011669956862189161,0.00019824851458337224,0.07966878468352387,0.12423058519792413,0.37608146764061423,191645.3841750106
2017-04-30,external,user,bot,21715,0.00010651923572424274,0.0888705,0.12647966666666668,0.13762030555555554,0.165402,0.7912899999999811,3500.737342
2017-06-13,internal,user,user,2,0.292388,0.292388,0.292388,0.3138845,0.3267824,0.33452114,0.627769
2017-08-04,internal,user,bot,704228,8.796030768417425e-05,8.796030768417425e-05,0.015577681901554778,0.01767507484312053,0.02339269056237477,0.17701050999999854,15091.895934000526
2017-05-20,internal,user,user,2,0.311657,0.311657,0.311657,0.43215899999999996,0.5044602,0.54784092,0.8643179999999999
2017-06-08,internal,user,bot,10389,0.0056898999999999995,0.015071,0.016318,0.01986825,0.040881,0.5352431700000142,1327.4066899999998
2017-10-31,external,spider,bot,738399,0.00012122843767789452,0.0005100639865413272,0.030087221909050586,0.10997547808312749,0.2765113479790681,6.992830965510205,241561.5653500015
2017-07-11,internal,user,bot,1060,0.021085,0.030808,0.044564,0.383035,14.810507,26.681540200000015,3575.6888639999993
